Polymer,Polymer_SMILES,Solvent,Solvent_SMILES,Contact_angle,Thickness,Solvent_solubility_parameter,xw_(wt%),Temperature,Permeate_pressure,J_total_flux,a_separation_factor,Polymer_BRICS,Solvent_BRICS,PS_pair_BRICS,PS_tokenized_BRICS
alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),acetic_acid,CC(=O)O,37.37,50.0,21.4,10.0,40,13.3,0.154,15.0,"['CO', 'O=CO', 'CC1OCCC(O)C1O', '.', 'CC(=O)O']",['CC(=O)O'],"['CO', 'O=CO', 'CC1OCCC(O)C1O', '.', 'CC(=O)O']","[0, 0, 0, 0, 2, 21, 22, 1, 23]"
alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),acetic_acid,CC(=O)O,37.37,50.0,21.4,30.0,30,13.3,0.168,9.0,"['CO', 'O=CO', 'CC1OCCC(O)C1O', '.', 'CC(=O)O']",['CC(=O)O'],"['CO', 'O=CO', 'CC1OCCC(O)C1O', '.', 'CC(=O)O']","[0, 0, 0, 0, 2, 21, 22, 1, 23]"
alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),acetic_acid,CC(=O)O,37.37,50.0,21.4,10.0,50,13.3,0.187,13.0,"['CO', 'O=CO', 'CC1OCCC(O)C1O', '.', 'CC(=O)O']",['CC(=O)O'],"['CO', 'O=CO', 'CC1OCCC(O)C1O', '.', 'CC(=O)O']","[0, 0, 0, 0, 2, 21, 22, 1, 23]"
alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),acetic_acid,CC(=O)O,37.37,50.0,21.4,10.0,60,13.3,0.222,10.0,"['CO', 'O=CO', 'CC1OCCC(O)C1O', '.', 'CC(=O)O']",['CC(=O)O'],"['CO', 'O=CO', 'CC1OCCC(O)C1O', '.', 'CC(=O)O']","[0, 0, 0, 0, 2, 21, 22, 1, 23]"
alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),acetic_acid,CC(=O)O,37.37,50.0,21.4,40.0,30,13.3,0.234,6.0,"['CO', 'O=CO', 'CC1OCCC(O)C1O', '.', 'CC(=O)O']",['CC(=O)O'],"['CO', 'O=CO', 'CC1OCCC(O)C1O', '.', 'CC(=O)O']","[0, 0, 0, 0, 2, 21, 22, 1, 23]"
alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),acetic_acid,CC(=O)O,37.37,50.0,21.4,10.0,70,13.3,0.269,9.0,"['CO', 'O=CO', 'CC1OCCC(O)C1O', '.', 'CC(=O)O']",['CC(=O)O'],"['CO', 'O=CO', 'CC1OCCC(O)C1O', '.', 'CC(=O)O']","[0, 0, 0, 0, 2, 21, 22, 1, 23]"
pva,C(C)C(C)(O),acetic_acid,CC(=O)O,74.0,35.0,21.4,80.0,25,0.23,0.95,1.76,"['CCC(C)O', '.', 'CC(=O)O']",['CC(=O)O'],"['CCC(C)O', '.', 'CC(=O)O']","[0, 0, 0, 0, 0, 0, 20, 1, 23]"
pva,C(C)C(C)(O),acetic_acid,CC(=O)O,74.0,35.0,21.4,80.0,45,0.23,4.47,1.23,"['CCC(C)O', '.', 'CC(=O)O']",['CC(=O)O'],"['CCC(C)O', '.', 'CC(=O)O']","[0, 0, 0, 0, 0, 0, 20, 1, 23]"
pva,C(C)C(C)(O),acetic_acid,CC(=O)O,74.0,35.0,21.4,80.0,50,0.23,5.7,1.05,"['CCC(C)O', '.', 'CC(=O)O']",['CC(=O)O'],"['CCC(C)O', '.', 'CC(=O)O']","[0, 0, 0, 0, 0, 0, 20, 1, 23]"
pva,C(C)C(C)(O),acetic_acid,CC(=O)O,74.0,50.0,21.4,80.0,45,1.5,0.7859,17.775229,"['CCC(C)O', '.', 'CC(=O)O']",['CC(=O)O'],"['CCC(C)O', '.', 'CC(=O)O']","[0, 0, 0, 0, 0, 0, 20, 1, 23]"
ppsu,O=S(=O)(c1ccc(C)cc1)c4ccc(Oc3ccc(c2ccc(O(C))cc2)cc3)cc4,acetic_acid,CC(=O)O,92.2,0.549,21.4,15.0,50,2.5,0.69,3.3,"['Cc1ccc(S(=O)(=O)c2ccccc2)cc1', 'CO', 'O', 'c1ccccc1', '.', 'CC(=O)O']",['CC(=O)O'],"['Cc1ccc(S(=O)(=O)c2ccccc2)cc1', 'CO', 'O', 'c1ccccc1', '.', 'CC(=O)O']","[0, 0, 0, 32, 2, 3, 12, 1, 23]"
ppsu,O=S(=O)(c1ccc(C)cc1)c4ccc(Oc3ccc(c2ccc(O(C))cc2)cc3)cc4,acetic_acid,CC(=O)O,92.2,0.549,21.4,20.0,50,2.5,0.71,3.7,"['Cc1ccc(S(=O)(=O)c2ccccc2)cc1', 'CO', 'O', 'c1ccccc1', '.', 'CC(=O)O']",['CC(=O)O'],"['Cc1ccc(S(=O)(=O)c2ccccc2)cc1', 'CO', 'O', 'c1ccccc1', '.', 'CC(=O)O']","[0, 0, 0, 32, 2, 3, 12, 1, 23]"
ppsu,O=S(=O)(c1ccc(C)cc1)c4ccc(Oc3ccc(c2ccc(O(C))cc2)cc3)cc4,acetic_acid,CC(=O)O,92.2,0.549,21.4,10.0,50,2.5,0.8,4.4,"['Cc1ccc(S(=O)(=O)c2ccccc2)cc1', 'CO', 'O', 'c1ccccc1', '.', 'CC(=O)O']",['CC(=O)O'],"['Cc1ccc(S(=O)(=O)c2ccccc2)cc1', 'CO', 'O', 'c1ccccc1', '.', 'CC(=O)O']","[0, 0, 0, 32, 2, 3, 12, 1, 23]"
ppsu,O=S(=O)(c1ccc(C)cc1)c4ccc(Oc3ccc(c2ccc(O(C))cc2)cc3)cc4,acetic_acid,CC(=O)O,92.2,0.549,21.4,5.0,50,2.5,1.18,8.9,"['Cc1ccc(S(=O)(=O)c2ccccc2)cc1', 'CO', 'O', 'c1ccccc1', '.', 'CC(=O)O']",['CC(=O)O'],"['Cc1ccc(S(=O)(=O)c2ccccc2)cc1', 'CO', 'O', 'c1ccccc1', '.', 'CC(=O)O']","[0, 0, 0, 32, 2, 3, 12, 1, 23]"
ppsu,O=S(=O)(c1ccc(C)cc1)c4ccc(Oc3ccc(c2ccc(O(C))cc2)cc3)cc4,acetic_acid,CC(=O)O,92.2,0.308,21.4,15.0,50,2.5,0.2,6.7,"['Cc1ccc(S(=O)(=O)c2ccccc2)cc1', 'CO', 'O', 'c1ccccc1', '.', 'CC(=O)O']",['CC(=O)O'],"['Cc1ccc(S(=O)(=O)c2ccccc2)cc1', 'CO', 'O', 'c1ccccc1', '.', 'CC(=O)O']","[0, 0, 0, 32, 2, 3, 12, 1, 23]"
ppsu,O=S(=O)(c1ccc(C)cc1)c4ccc(Oc3ccc(c2ccc(O(C))cc2)cc3)cc4,acetic_acid,CC(=O)O,92.2,0.308,21.4,10.0,50,2.5,0.21,5.7,"['Cc1ccc(S(=O)(=O)c2ccccc2)cc1', 'CO', 'O', 'c1ccccc1', '.', 'CC(=O)O']",['CC(=O)O'],"['Cc1ccc(S(=O)(=O)c2ccccc2)cc1', 'CO', 'O', 'c1ccccc1', '.', 'CC(=O)O']","[0, 0, 0, 32, 2, 3, 12, 1, 23]"
ppsu,O=S(=O)(c1ccc(C)cc1)c4ccc(Oc3ccc(c2ccc(O(C))cc2)cc3)cc4,acetic_acid,CC(=O)O,92.2,0.308,21.4,5.0,50,2.5,0.28,14.9,"['Cc1ccc(S(=O)(=O)c2ccccc2)cc1', 'CO', 'O', 'c1ccccc1', '.', 'CC(=O)O']",['CC(=O)O'],"['Cc1ccc(S(=O)(=O)c2ccccc2)cc1', 'CO', 'O', 'c1ccccc1', '.', 'CC(=O)O']","[0, 0, 0, 32, 2, 3, 12, 1, 23]"
ppsu,O=S(=O)(c1ccc(C)cc1)c4ccc(Oc3ccc(c2ccc(O(C))cc2)cc3)cc4,acetic_acid,CC(=O)O,92.2,0.308,21.4,20.0,50,2.5,0.31,5.3,"['Cc1ccc(S(=O)(=O)c2ccccc2)cc1', 'CO', 'O', 'c1ccccc1', '.', 'CC(=O)O']",['CC(=O)O'],"['Cc1ccc(S(=O)(=O)c2ccccc2)cc1', 'CO', 'O', 'c1ccccc1', '.', 'CC(=O)O']","[0, 0, 0, 32, 2, 3, 12, 1, 23]"
ppsu,O=S(=O)(c1ccc(C)cc1)c4ccc(Oc3ccc(c2ccc(O(C))cc2)cc3)cc4,acetic_acid,CC(=O)O,92.2,0.227,21.4,10.0,50,2.5,0.25,8.2,"['Cc1ccc(S(=O)(=O)c2ccccc2)cc1', 'CO', 'O', 'c1ccccc1', '.', 'CC(=O)O']",['CC(=O)O'],"['Cc1ccc(S(=O)(=O)c2ccccc2)cc1', 'CO', 'O', 'c1ccccc1', '.', 'CC(=O)O']","[0, 0, 0, 32, 2, 3, 12, 1, 23]"
ppsu,O=S(=O)(c1ccc(C)cc1)c4ccc(Oc3ccc(c2ccc(O(C))cc2)cc3)cc4,acetic_acid,CC(=O)O,92.2,0.227,21.4,15.0,50,2.5,0.28,6.9,"['Cc1ccc(S(=O)(=O)c2ccccc2)cc1', 'CO', 'O', 'c1ccccc1', '.', 'CC(=O)O']",['CC(=O)O'],"['Cc1ccc(S(=O)(=O)c2ccccc2)cc1', 'CO', 'O', 'c1ccccc1', '.', 'CC(=O)O']","[0, 0, 0, 32, 2, 3, 12, 1, 23]"
ppsu,O=S(=O)(c1ccc(C)cc1)c4ccc(Oc3ccc(c2ccc(O(C))cc2)cc3)cc4,acetic_acid,CC(=O)O,92.2,0.227,21.4,5.0,50,2.5,0.35,12.7,"['Cc1ccc(S(=O)(=O)c2ccccc2)cc1', 'CO', 'O', 'c1ccccc1', '.', 'CC(=O)O']",['CC(=O)O'],"['Cc1ccc(S(=O)(=O)c2ccccc2)cc1', 'CO', 'O', 'c1ccccc1', '.', 'CC(=O)O']","[0, 0, 0, 32, 2, 3, 12, 1, 23]"
ppsu,O=S(=O)(c1ccc(C)cc1)c4ccc(Oc3ccc(c2ccc(O(C))cc2)cc3)cc4,acetic_acid,CC(=O)O,92.2,0.227,21.4,20.0,50,2.5,0.37,6.6,"['Cc1ccc(S(=O)(=O)c2ccccc2)cc1', 'CO', 'O', 'c1ccccc1', '.', 'CC(=O)O']",['CC(=O)O'],"['Cc1ccc(S(=O)(=O)c2ccccc2)cc1', 'CO', 'O', 'c1ccccc1', '.', 'CC(=O)O']","[0, 0, 0, 32, 2, 3, 12, 1, 23]"
pdms,[Si](C)(C)(C)O(C),acetic_acid,CC(=O)O,108.08219,95.0,21.4,94.25,25,0.17,0.039485981,0.645252,"['CO[Si](C)(C)C', '.', 'CC(=O)O']",['CC(=O)O'],"['CO[Si](C)(C)C', '.', 'CC(=O)O']","[0, 0, 0, 0, 0, 0, 7, 1, 23]"
pdms,[Si](C)(C)(C)O(C),acetic_acid,CC(=O)O,108.08219,95.0,21.4,94.62,25,0.17,0.045700935,0.798188,"['CO[Si](C)(C)C', '.', 'CC(=O)O']",['CC(=O)O'],"['CO[Si](C)(C)C', '.', 'CC(=O)O']","[0, 0, 0, 0, 0, 0, 7, 1, 23]"
pdms,[Si](C)(C)(C)O(C),acetic_acid,CC(=O)O,108.08219,95.0,21.4,89.72,25,0.17,0.050607477,0.669786,"['CO[Si](C)(C)C', '.', 'CC(=O)O']",['CC(=O)O'],"['CO[Si](C)(C)C', '.', 'CC(=O)O']","[0, 0, 0, 0, 0, 0, 7, 1, 23]"
pdms,[Si](C)(C)(C)O(C),acetic_acid,CC(=O)O,108.08219,95.0,21.4,90.09,25,0.17,0.051261682,0.660133,"['CO[Si](C)(C)C', '.', 'CC(=O)O']",['CC(=O)O'],"['CO[Si](C)(C)C', '.', 'CC(=O)O']","[0, 0, 0, 0, 0, 0, 7, 1, 23]"
pdms,[Si](C)(C)(C)O(C),acetic_acid,CC(=O)O,108.08219,95.0,21.4,90.0,25,0.17,0.053214286,0.722543,"['CO[Si](C)(C)C', '.', 'CC(=O)O']",['CC(=O)O'],"['CO[Si](C)(C)C', '.', 'CC(=O)O']","[0, 0, 0, 0, 0, 0, 7, 1, 23]"
pdms,[Si](C)(C)(C)O(C),acetic_acid,CC(=O)O,108.08219,95.0,21.4,89.97,25,0.17,0.056168224,0.639844,"['CO[Si](C)(C)C', '.', 'CC(=O)O']",['CC(=O)O'],"['CO[Si](C)(C)C', '.', 'CC(=O)O']","[0, 0, 0, 0, 0, 0, 7, 1, 23]"
pdms,[Si](C)(C)(C)O(C),acetic_acid,CC(=O)O,108.08219,95.0,21.4,90.0,35,0.17,0.057857143,0.739645,"['CO[Si](C)(C)C', '.', 'CC(=O)O']",['CC(=O)O'],"['CO[Si](C)(C)C', '.', 'CC(=O)O']","[0, 0, 0, 0, 0, 0, 7, 1, 23]"
pdms,[Si](C)(C)(C)O(C),acetic_acid,CC(=O)O,108.08219,95.0,21.4,81.42,25,0.17,0.061728972,0.569793,"['CO[Si](C)(C)C', '.', 'CC(=O)O']",['CC(=O)O'],"['CO[Si](C)(C)C', '.', 'CC(=O)O']","[0, 0, 0, 0, 0, 0, 7, 1, 23]"
pdms,[Si](C)(C)(C)O(C),acetic_acid,CC(=O)O,108.08219,95.0,21.4,80.28,25,0.17,0.064345794,0.584333,"['CO[Si](C)(C)C', '.', 'CC(=O)O']",['CC(=O)O'],"['CO[Si](C)(C)C', '.', 'CC(=O)O']","[0, 0, 0, 0, 0, 0, 7, 1, 23]"
pdms,[Si](C)(C)(C)O(C),acetic_acid,CC(=O)O,108.08219,95.0,21.4,70.09,25,0.17,0.064672897,0.558673,"['CO[Si](C)(C)C', '.', 'CC(=O)O']",['CC(=O)O'],"['CO[Si](C)(C)C', '.', 'CC(=O)O']","[0, 0, 0, 0, 0, 0, 7, 1, 23]"
pdms,[Si](C)(C)(C)O(C),acetic_acid,CC(=O)O,108.08219,95.0,21.4,79.78,25,0.17,0.068925234,0.614106,"['CO[Si](C)(C)C', '.', 'CC(=O)O']",['CC(=O)O'],"['CO[Si](C)(C)C', '.', 'CC(=O)O']","[0, 0, 0, 0, 0, 0, 7, 1, 23]"
pdms,[Si](C)(C)(C)O(C),acetic_acid,CC(=O)O,108.08219,95.0,21.4,70.72,25,0.17,0.071214953,0.55194,"['CO[Si](C)(C)C', '.', 'CC(=O)O']",['CC(=O)O'],"['CO[Si](C)(C)C', '.', 'CC(=O)O']","[0, 0, 0, 0, 0, 0, 7, 1, 23]"
pdms,[Si](C)(C)(C)O(C),acetic_acid,CC(=O)O,108.08219,95.0,21.4,70.6,25,0.17,0.085607477,0.545368,"['CO[Si](C)(C)C', '.', 'CC(=O)O']",['CC(=O)O'],"['CO[Si](C)(C)C', '.', 'CC(=O)O']","[0, 0, 0, 0, 0, 0, 7, 1, 23]"
pdms,[Si](C)(C)(C)O(C),acetic_acid,CC(=O)O,108.08219,95.0,21.4,90.0,45,0.17,0.086071429,0.717566,"['CO[Si](C)(C)C', '.', 'CC(=O)O']",['CC(=O)O'],"['CO[Si](C)(C)C', '.', 'CC(=O)O']","[0, 0, 0, 0, 0, 0, 7, 1, 23]"
pdms,[Si](C)(C)(C)O(C),acetic_acid,CC(=O)O,108.08219,95.0,21.4,59.91,25,0.17,0.092476636,0.549292,"['CO[Si](C)(C)C', '.', 'CC(=O)O']",['CC(=O)O'],"['CO[Si](C)(C)C', '.', 'CC(=O)O']","[0, 0, 0, 0, 0, 0, 7, 1, 23]"
pdms,[Si](C)(C)(C)O(C),acetic_acid,CC(=O)O,108.08219,95.0,21.4,60.66,25,0.17,0.09411215,0.531446,"['CO[Si](C)(C)C', '.', 'CC(=O)O']",['CC(=O)O'],"['CO[Si](C)(C)C', '.', 'CC(=O)O']","[0, 0, 0, 0, 0, 0, 7, 1, 23]"
pdms,[Si](C)(C)(C)O(C),acetic_acid,CC(=O)O,108.08219,95.0,21.4,59.4,25,0.17,0.099345794,0.494707,"['CO[Si](C)(C)C', '.', 'CC(=O)O']",['CC(=O)O'],"['CO[Si](C)(C)C', '.', 'CC(=O)O']","[0, 0, 0, 0, 0, 0, 7, 1, 23]"
pdms,[Si](C)(C)(C)O(C),acetic_acid,CC(=O)O,108.08219,95.0,21.4,90.0,55,0.17,0.116785714,0.680087,"['CO[Si](C)(C)C', '.', 'CC(=O)O']",['CC(=O)O'],"['CO[Si](C)(C)C', '.', 'CC(=O)O']","[0, 0, 0, 0, 0, 0, 7, 1, 23]"
pbi,Cc5ccc(c4nc3cc(c2ccc1nc(C)oc1c2)ccc3o4)cc5,n-butanol,CCCCO,84.0,50.0,23.1,15.0,60,1.0,0.0116,5000.0,"['Cc1ccccc1', 'c1ccc2ocnc2c1', 'Cc1nc2ccccc2o1', '.', 'CCCCO']",['CCCCO'],"['Cc1ccccc1', 'c1ccc2ocnc2c1', 'Cc1nc2ccccc2o1', '.', 'CCCCO']","[0, 0, 0, 0, 10, 13, 14, 1, 8]"
pbi,Cc5ccc(c4nc3cc(c2ccc1nc(C)oc1c2)ccc3o4)cc5,ipa,CC(C)O,84.0,50.0,23.5,15.0,60,1.0,0.013,5000.0,"['Cc1ccccc1', 'c1ccc2ocnc2c1', 'Cc1nc2ccccc2o1', '.', 'CC(C)O']",['CC(C)O'],"['Cc1ccccc1', 'c1ccc2ocnc2c1', 'Cc1nc2ccccc2o1', '.', 'CC(C)O']","[0, 0, 0, 0, 10, 13, 14, 1, 6]"
ppsu,O=S(=O)(c1ccc(C)cc1)c4ccc(Oc3ccc(c2ccc(O(C))cc2)cc3)cc4,ethanol,CCO,92.2,16.0,26.5,15.0,23,1.0,0.004128686,558.309038,"['Cc1ccc(S(=O)(=O)c2ccccc2)cc1', 'CO', 'O', 'c1ccccc1', '.', 'CCO']",['CCO'],"['Cc1ccc(S(=O)(=O)c2ccccc2)cc1', 'CO', 'O', 'c1ccccc1', '.', 'CCO']","[0, 0, 0, 32, 2, 3, 12, 1, 15]"
ppsu,O=S(=O)(c1ccc(C)cc1)c4ccc(Oc3ccc(c2ccc(O(C))cc2)cc3)cc4,ethanol,CCO,92.2,16.0,26.5,15.0,45,1.0,0.013699732,260.932945,"['Cc1ccc(S(=O)(=O)c2ccccc2)cc1', 'CO', 'O', 'c1ccccc1', '.', 'CCO']",['CCO'],"['Cc1ccc(S(=O)(=O)c2ccccc2)cc1', 'CO', 'O', 'c1ccccc1', '.', 'CCO']","[0, 0, 0, 32, 2, 3, 12, 1, 15]"
ppsu,O=S(=O)(c1ccc(C)cc1)c4ccc(Oc3ccc(c2ccc(O(C))cc2)cc3)cc4,ethanol,CCO,92.2,16.0,26.5,15.0,60,1.0,0.025522788,225.947522,"['Cc1ccc(S(=O)(=O)c2ccccc2)cc1', 'CO', 'O', 'c1ccccc1', '.', 'CCO']",['CCO'],"['Cc1ccc(S(=O)(=O)c2ccccc2)cc1', 'CO', 'O', 'c1ccccc1', '.', 'CCO']","[0, 0, 0, 32, 2, 3, 12, 1, 15]"
ppsu,O=S(=O)(c1ccc(C)cc1)c4ccc(Oc3ccc(c2ccc(O(C))cc2)cc3)cc4,ipa,CC(C)O,92.2,16.0,23.5,15.0,60,1.0,0.026029412,1623.5,"['Cc1ccc(S(=O)(=O)c2ccccc2)cc1', 'CO', 'O', 'c1ccccc1', '.', 'CC(C)O']",['CC(C)O'],"['Cc1ccc(S(=O)(=O)c2ccccc2)cc1', 'CO', 'O', 'c1ccccc1', '.', 'CC(C)O']","[0, 0, 0, 32, 2, 3, 12, 1, 6]"
ppsu,O=S(=O)(c1ccc(C)cc1)c4ccc(Oc3ccc(c2ccc(O(C))cc2)cc3)cc4,methanol,CO,92.2,16.0,29.6,15.0,60,1.0,0.027205882,8.561863,"['Cc1ccc(S(=O)(=O)c2ccccc2)cc1', 'CO', 'O', 'c1ccccc1', '.', 'CO']",['CO'],"['Cc1ccc(S(=O)(=O)c2ccccc2)cc1', 'CO', 'O', 'c1ccccc1', '.', 'CO']","[0, 0, 0, 32, 2, 3, 12, 1, 2]"
ppsu,O=S(=O)(c1ccc(C)cc1)c4ccc(Oc3ccc(c2ccc(O(C))cc2)cc3)cc4,n-butanol,CCCCO,92.2,16.0,23.1,15.0,60,1.0,0.028382353,3252.666667,"['Cc1ccc(S(=O)(=O)c2ccccc2)cc1', 'CO', 'O', 'c1ccccc1', '.', 'CCCCO']",['CCCCO'],"['Cc1ccc(S(=O)(=O)c2ccccc2)cc1', 'CO', 'O', 'c1ccccc1', '.', 'CCCCO']","[0, 0, 0, 32, 2, 3, 12, 1, 8]"
ppsu,O=S(=O)(c1ccc(C)cc1)c4ccc(Oc3ccc(c2ccc(O(C))cc2)cc3)cc4,ethanol,CCO,92.2,16.0,26.5,15.0,75,1.0,0.047104558,201.457726,"['Cc1ccc(S(=O)(=O)c2ccccc2)cc1', 'CO', 'O', 'c1ccccc1', '.', 'CCO']",['CCO'],"['Cc1ccc(S(=O)(=O)c2ccccc2)cc1', 'CO', 'O', 'c1ccccc1', '.', 'CCO']","[0, 0, 0, 32, 2, 3, 12, 1, 15]"
pva,C(C)C(C)(O),ethanol,CCO,74.0,15.0,26.5,15.0,40,1.0,0.088,78.9,"['CCC(C)O', '.', 'CCO']",['CCO'],"['CCC(C)O', '.', 'CCO']","[0, 0, 0, 0, 0, 0, 20, 1, 15]"
alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),ethanol,CCO,72.0,40.0,26.5,4.0,30,5.0,0.021,55.0,"['CO', 'O=CO', 'CC1OCCC(O)C1O', '.', 'CCO']",['CCO'],"['CO', 'O=CO', 'CC1OCCC(O)C1O', '.', 'CCO']","[0, 0, 0, 0, 2, 21, 22, 1, 15]"
chitosan,NC2C(O)C(OC1OC(CO)C(O(C))C(O)C1N)C(CO)OC2(C),ethanol,CCO,42.0,40.0,26.5,10.0,80,5.0,0.055,152.23,"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CCO']",['CCO'],"['CO', 'O', 'CO', 'CC1OCCC(O)C1N', 'NC1COCCC1O', '.', 'CCO']","[0, 0, 2, 3, 2, 4, 5, 1, 15]"
pdms,[Si](C)(C)(C)O(C),ethanol,CCO,108.08219,10.0,26.5,94.0,40,1.0,0.33,0.13089,"['CO[Si](C)(C)C', '.', 'CCO']",['CCO'],"['CO[Si](C)(C)C', '.', 'CCO']","[0, 0, 0, 0, 0, 0, 7, 1, 15]"
alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),ethanol,CCO,37.37,45.0,26.5,5.0,50,3.0,0.049,560.2,"['CO', 'O=CO', 'CC1OCCC(O)C1O', '.', 'CCO']",['CCO'],"['CO', 'O=CO', 'CC1OCCC(O)C1O', '.', 'CCO']","[0, 0, 0, 0, 2, 21, 22, 1, 15]"
alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),ethanol,CCO,37.37,45.0,26.5,10.0,50,3.0,0.095,687.76,"['CO', 'O=CO', 'CC1OCCC(O)C1O', '.', 'CCO']",['CCO'],"['CO', 'O=CO', 'CC1OCCC(O)C1O', '.', 'CCO']","[0, 0, 0, 0, 2, 21, 22, 1, 15]"
alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),ethanol,CCO,37.37,45.0,26.5,15.0,50,3.0,0.174,613.78,"['CO', 'O=CO', 'CC1OCCC(O)C1O', '.', 'CCO']",['CCO'],"['CO', 'O=CO', 'CC1OCCC(O)C1O', '.', 'CCO']","[0, 0, 0, 0, 2, 21, 22, 1, 15]"
alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),ipa,CC(C)O,37.37,45.0,23.5,5.0,50,3.0,0.217,1384.54,"['CO', 'O=CO', 'CC1OCCC(O)C1O', '.', 'CC(C)O']",['CC(C)O'],"['CO', 'O=CO', 'CC1OCCC(O)C1O', '.', 'CC(C)O']","[0, 0, 0, 0, 2, 21, 22, 1, 6]"
alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),ethanol,CCO,37.37,45.0,26.5,10.0,40,3.0,0.229,289.98,"['CO', 'O=CO', 'CC1OCCC(O)C1O', '.', 'CCO']",['CCO'],"['CO', 'O=CO', 'CC1OCCC(O)C1O', '.', 'CCO']","[0, 0, 0, 0, 2, 21, 22, 1, 15]"
alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),ethanol,CCO,37.37,45.0,26.5,10.0,50,3.0,0.266,552.0,"['CO', 'O=CO', 'CC1OCCC(O)C1O', '.', 'CCO']",['CCO'],"['CO', 'O=CO', 'CC1OCCC(O)C1O', '.', 'CCO']","[0, 0, 0, 0, 2, 21, 22, 1, 15]"
alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),ethanol,CCO,37.37,45.0,26.5,10.0,60,3.0,0.275,1000.0,"['CO', 'O=CO', 'CC1OCCC(O)C1O', '.', 'CCO']",['CCO'],"['CO', 'O=CO', 'CC1OCCC(O)C1O', '.', 'CCO']","[0, 0, 0, 0, 2, 21, 22, 1, 15]"
alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),ethanol,CCO,37.37,45.0,26.5,10.0,70,3.0,0.297,861.95,"['CO', 'O=CO', 'CC1OCCC(O)C1O', '.', 'CCO']",['CCO'],"['CO', 'O=CO', 'CC1OCCC(O)C1O', '.', 'CCO']","[0, 0, 0, 0, 2, 21, 22, 1, 15]"
alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),ethanol,CCO,37.37,45.0,26.5,20.0,50,3.0,0.305,652.04,"['CO', 'O=CO', 'CC1OCCC(O)C1O', '.', 'CCO']",['CCO'],"['CO', 'O=CO', 'CC1OCCC(O)C1O', '.', 'CCO']","[0, 0, 0, 0, 2, 21, 22, 1, 15]"
alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),ethanol,CCO,37.37,45.0,26.5,30.0,50,3.0,0.518,509.18,"['CO', 'O=CO', 'CC1OCCC(O)C1O', '.', 'CCO']",['CCO'],"['CO', 'O=CO', 'CC1OCCC(O)C1O', '.', 'CCO']","[0, 0, 0, 0, 2, 21, 22, 1, 15]"
alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),ipa,CC(C)O,37.37,45.0,23.5,10.0,50,3.0,0.722,1608.87,"['CO', 'O=CO', 'CC1OCCC(O)C1O', '.', 'CC(C)O']",['CC(C)O'],"['CO', 'O=CO', 'CC1OCCC(O)C1O', '.', 'CC(C)O']","[0, 0, 0, 0, 2, 21, 22, 1, 6]"
alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),ipa,CC(C)O,37.37,45.0,23.5,15.0,50,3.0,1.456,2284.0,"['CO', 'O=CO', 'CC1OCCC(O)C1O', '.', 'CC(C)O']",['CC(C)O'],"['CO', 'O=CO', 'CC1OCCC(O)C1O', '.', 'CC(C)O']","[0, 0, 0, 0, 2, 21, 22, 1, 6]"
