fold,r,r2,rmse,mae
1.0,0.9868284354136312,0.9738303609409152,0.020189800439434896,0.012581154359359465
2.0,0.9868011456939793,0.9737765011429501,0.020232656662851428,0.01266932304014784
3.0,0.9868941178864958,0.9739599999189648,0.020167730982708795,0.012655346823901431
4.0,0.9867740466076863,0.9737230190585082,0.02027281136659004,0.012750022871106735
5.0,0.9866929965775318,0.9735630694951493,0.020290252640601806,0.01272137821214071
6.0,0.9868011456939793,0.9737765011429501,0.020232656662851428,0.012669323040147841
7.0,0.9868011456939791,0.9737765011429499,0.020232656662851428,0.012669323040147843
