Dataset,num_of_folds,Features,Targets,Model,r_mean,r_std,r2_mean,r2_std,rmse_mean,rmse_std,mae_mean,mae_std,num_of_data
OPV_Min,5,DA_SELFIES,calc_PCE_percent,RF,0.6241156128958023,0.08173720730913121,0.3962012693189989,0.0980424119770986,2.432659999843734,0.13164886109036963,1.8045491701889826,0.08312615588644201,555
