Dataset,num_of_folds,Features,Targets,Model,r_mean,r_std,r2_mean,r2_std,rmse_mean,rmse_std,mae_mean,mae_std,num_of_data
OPV_Min,5,DA_BigSMILES,calc_PCE_percent,RF,0.6368107015874382,0.07055831096515353,0.41050634490254073,0.08596623349750321,2.403219100489543,0.1469269014471446,1.7828794350339419,0.10348655145848717,555
