Experiment_ID,Rxn_temp,Pd_mol%,Ligand_Name,Ligand_SMILES,Ligand_mol%,E-PR_AY,Ligand_SELFIES,E-PR_AY_shuffled,Ligand_Big_SMILES
166,35.0504264831543,4.2,PhSPhos,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4,7.6,72.49684166223904,[C][O][C][=C][Branch1_1][O][C][Branch1_2][Branch1_2][=C][C][=C][Ring1][Branch1_2][O][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2],33.728028240416386,{[$]OC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4}
167,35.0504264831543,1.7,PnPr3,CCCP(CCC)CCC,4.2,0.0,[C][C][C][P][Branch1_1][Ring2][C][C][C][C][C][C],30.569960007111806,{[$]CCP(CCC)CCC}
168,35.0504264831543,1.7,P(C6F5)2Ph,C1=CC=C(C=C1)P(C2=C(C(=C(C(=C2F)F)F)F)F)C3=C(C(=C(C(=C3F)F)F)F)F,3.8,2.173586627762312,[C][=C][C][=C][Branch1_1][Branch1_1][C][=C][Ring1][Branch1_2][P][Branch2_1][Ring1][Branch1_2][C][=C][Branch1_1][P][C][Branch1_2][=N][=C][Branch1_1][Branch2_2][C][Branch1_2][Branch1_1][=C][Ring1][Branch1_2][F][F][F][F][F][C][=C][Branch1_1][P][C][Branch1_2][=N][=C][Branch1_1][Branch2_2][C][Branch1_2][Branch1_1][=C][Ring1][Branch1_2][F][F][F][F][F],8.73390308207021,{[$]1=CC=C(C=C1)P(C2=C(C(=C(C(=C2F)F)F)F)F)C3=C(C(=C(C(=C3F)F)F)F)F}
169,11.256270408630373,4.2,PEt3,CCP(CC)CC,2.2,15.301667960440255,[C][C][P][Branch1_1][Ring1][C][C][C][C],14.48117595816712,{[$]CP(CC)CC}
170,11.256270408630373,2.0,PhSPhos,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4,5.800000000000001,17.958289573244627,[C][O][C][=C][Branch1_1][O][C][Branch1_2][Branch1_2][=C][C][=C][Ring1][Branch1_2][O][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2],27.03715103486539,{[$]OC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4}
171,11.256270408630373,1.9,PoTol3,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,2.0,24.95747869371501,[C][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_3][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][C],27.81585114061276,{[$]C1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C}
172,11.256270408630373,3.9,(R)SITCP,C1CC23CCC4=C2C(=CC=C4)CP(CC5=CC=CC1=C35)C6=CC=CC=C6,5.800000000000001,10.270278937009424,[C][C][C][C][C][C][=C][Ring1][Branch1_1][C][Branch1_2][Branch1_2][=C][C][=C][Ring1][Branch1_2][C][P][Branch1_1][S][C][C][=C][C][=C][C][Ring2][Ring1][Ring1][=C][Ring2][Ring1][C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2],0.0,{[$]1CC23CCC4=C2C(=CC=C4)CP(CC5=CC=CC1=C35)C6=CC=CC=C6}
173,11.256270408630373,3.9,"PPh (4-(2,2-(CF3)2-F7pent)-Ph)2",C1=CC=C(C=C1)P(C2=CC=C(C=C2)CC(C(C(C(F)(F)F)(F)F)(F)F)(C(F)(F)F)C(F)(F)F)C3=CC=C(C=C3)CC(C(C(C(F)(F)F)(F)F)(F)F)(C(F)(F)F)C(F)(F)F,5.800000000000001,42.00410815054848,[C][=C][C][=C][Branch1_1][Branch1_1][C][=C][Ring1][Branch1_2][P][Branch2_1][Branch1_1][Branch2_1][C][=C][C][=C][Branch1_1][Branch1_1][C][=C][Ring1][Branch1_2][C][C][Branch2_1][Ring1][Branch1_3][C][Branch1_1][S][C][Branch1_1][Branch2_2][C][Branch1_1][C][F][Branch1_1][C][F][F][Branch1_1][C][F][F][Branch1_1][C][F][F][Branch1_1][Branch2_2][C][Branch1_1][C][F][Branch1_1][C][F][F][C][Branch1_1][C][F][Branch1_1][C][F][F][C][=C][C][=C][Branch1_1][Branch1_1][C][=C][Ring1][Branch1_2][C][C][Branch2_1][Ring1][Branch1_3][C][Branch1_1][S][C][Branch1_1][Branch2_2][C][Branch1_1][C][F][Branch1_1][C][F][F][Branch1_1][C][F][F][Branch1_1][C][F][F][Branch1_1][Branch2_2][C][Branch1_1][C][F][Branch1_1][C][F][F][C][Branch1_1][C][F][Branch1_1][C][F][F],7.350579459285315,{[$]1=CC=C(C=C1)P(C2=CC=C(C=C2)CC(C(C(C(F)(F)F)(F)F)(F)F)(C(F)(F)F)C(F)(F)F)C3=CC=C(C=C3)CC(C(C(C(F)(F)F)(F)F)(F)F)(C(F)(F)F)C(F)(F)F}
174,11.256270408630373,2.0,PhSPhos,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4,5.800000000000001,17.61860407471316,[C][O][C][=C][Branch1_1][O][C][Branch1_2][Branch1_2][=C][C][=C][Ring1][Branch1_2][O][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2],2.796975807034607,{[$]OC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4}
175,11.256270408630373,2.2,RockPhos,CC1=C(C(=C(C=C1)OC)P(C(C)(C)C)C(C)(C)C)C2=C(C=C(C=C2C(C)C)C(C)C)C(C)C,6.4,2.30231254981889,[C][C][=C][Branch2_1][Ring1][S][C][Branch1_2][Branch2_3][=C][Branch1_1][Branch1_1][C][=C][Ring1][Branch1_2][O][C][P][Branch1_1][Branch2_2][C][Branch1_1][C][C][Branch1_1][C][C][C][C][Branch1_1][C][C][Branch1_1][C][C][C][C][=C][Branch2_1][Ring1][Ring1][C][=C][Branch1_1][Branch2_3][C][=C][Ring1][Branch1_2][C][Branch1_1][C][C][C][C][Branch1_1][C][C][C][C][Branch1_1][C][C][C],50.31785067602732,{[$]C1=C(C(=C(C=C1)OC)P(C[$][$]C)C[$][$]C)C2=C(C=C(C=C2C[$]C)C[$]C)C[$]C}
176,11.256270408630373,4.6,PhSPhos,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4,2.8000000000000003,45.548611510944895,[C][O][C][=C][Branch1_1][O][C][Branch1_2][Branch1_2][=C][C][=C][Ring1][Branch1_2][O][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2],1.8652229732296548,{[$]OC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4}
177,29.839813232421875,1.1,AtaPhos,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C,2.8000000000000003,2.732191839361233,[C][C][Branch1_1][C][C][Branch1_1][C][C][P][Branch1_1][S][C][=C][C][=C][Branch1_1][Branch1_1][C][=C][Ring1][Branch1_2][N][Branch1_1][C][C][C][C][Branch1_1][C][C][Branch1_1][C][C][C],11.732687295499478,{[$]C[$][$]P(C1=CC=C(C=C1)N[$]C)C[$][$]C}
178,29.839813232421875,4.1,PoTol3,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,5.0,45.09278149905555,[C][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_3][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][C],68.31143871732651,{[$]C1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C}
179,29.839813232421875,3.9,"PtBu2(E-but-2-enyl), m-CroPhos",CC=CCP(C(C)(C)C)C(C)(C)C,5.800000000000001,9.694653991395532,[C][C][=C][C][P][Branch1_1][Branch2_2][C][Branch1_1][C][C][Branch1_1][C][C][C][C][Branch1_1][C][C][Branch1_1][C][C][C],27.230984386661017,{[$]C=CCP(C[$][$]C)C[$][$]C}
180,29.839813232421875,1.1,(R)SITCP,C1CC23CCC4=C2C(=CC=C4)CP(CC5=CC=CC1=C35)C6=CC=CC=C6,2.8000000000000003,0.1416852984300524,[C][C][C][C][C][C][=C][Ring1][Branch1_1][C][Branch1_2][Branch1_2][=C][C][=C][Ring1][Branch1_2][C][P][Branch1_1][S][C][C][=C][C][=C][C][Ring2][Ring1][Ring1][=C][Ring2][Ring1][C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2],0.6018107999953386,{[$]1CC23CCC4=C2C(=CC=C4)CP(CC5=CC=CC1=C35)C6=CC=CC=C6}
181,29.839813232421875,1.9,PPh2(2-OMe-Ph),COC1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3,4.4,2.964092418473418,[C][O][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2],9.694653991395532,{[$]OC1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3}
182,29.839813232421875,4.2,P(nOct)3,CCCCCCCCP(CCCCCCCC)CCCCCCCC,6.2,9.26408356820886,[C][C][C][C][C][C][C][C][P][Branch1_1][Branch2_2][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C],6.452150442559975,{[$]CCCCCCCP(CCCCCCCC)CCCCCCCC}
183,29.839813232421875,1.8,"P(3,5-Me2-4-OMe-Ph)3",CC1=CC(=CC(=C1OC)C)P(C2=CC(=C(C(=C2)C)OC)C)C3=CC(=C(C(=C3)C)OC)C,4.4,13.34198040366042,[C][C][=C][C][Branch1_2][O][=C][C][Branch1_2][Branch1_2][=C][Ring1][Branch1_2][O][C][C][P][Branch2_1][Ring1][Ring1][C][=C][C][Branch1_2][=N][=C][Branch1_1][Branch2_1][C][Branch1_2][Ring2][=C][Ring1][Branch1_2][C][O][C][C][C][=C][C][Branch1_2][=N][=C][Branch1_1][Branch2_1][C][Branch1_2][Ring2][=C][Ring1][Branch1_2][C][O][C][C],3.436679220342048,{[$]C1=CC(=CC(=C1OC)C)P(C2=CC(=C(C(=C2)C)OC)C)C3=CC(=C(C(=C3)C)OC)C}
184,29.839813232421875,3.8,PhSPhos,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4,6.6000000000000005,67.95172150799954,[C][O][C][=C][Branch1_1][O][C][Branch1_2][Branch1_2][=C][C][=C][Ring1][Branch1_2][O][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2],62.403894966878354,{[$]OC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4}
185,21.92156791687012,3.2,"PPh (4-(2,2-(CF3)2-F7pent)-Ph)2",C1=CC=C(C=C1)P(C2=CC=C(C=C2)CC(C(C(C(F)(F)F)(F)F)(F)F)(C(F)(F)F)C(F)(F)F)C3=CC=C(C=C3)CC(C(C(C(F)(F)F)(F)F)(F)F)(C(F)(F)F)C(F)(F)F,6.6000000000000005,49.23465602618015,[C][=C][C][=C][Branch1_1][Branch1_1][C][=C][Ring1][Branch1_2][P][Branch2_1][Branch1_1][Branch2_1][C][=C][C][=C][Branch1_1][Branch1_1][C][=C][Ring1][Branch1_2][C][C][Branch2_1][Ring1][Branch1_3][C][Branch1_1][S][C][Branch1_1][Branch2_2][C][Branch1_1][C][F][Branch1_1][C][F][F][Branch1_1][C][F][F][Branch1_1][C][F][F][Branch1_1][Branch2_2][C][Branch1_1][C][F][Branch1_1][C][F][F][C][Branch1_1][C][F][Branch1_1][C][F][F][C][=C][C][=C][Branch1_1][Branch1_1][C][=C][Ring1][Branch1_2][C][C][Branch2_1][Ring1][Branch1_3][C][Branch1_1][S][C][Branch1_1][Branch2_2][C][Branch1_1][C][F][Branch1_1][C][F][F][Branch1_1][C][F][F][Branch1_1][C][F][F][Branch1_1][Branch2_2][C][Branch1_1][C][F][Branch1_1][C][F][F][C][Branch1_1][C][F][Branch1_1][C][F][F],45.58272162625386,{[$]1=CC=C(C=C1)P(C2=CC=C(C=C2)CC(C(C(C(F)(F)F)(F)F)(F)F)(C(F)(F)F)C(F)(F)F)C3=CC=C(C=C3)CC(C(C(C(F)(F)F)(F)F)(F)F)(C(F)(F)F)C(F)(F)F}
186,21.92156791687012,4.3,PhSPhos,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4,4.2,58.63264236577543,[C][O][C][=C][Branch1_1][O][C][Branch1_2][Branch1_2][=C][C][=C][Ring1][Branch1_2][O][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2],2.8370674678742684,{[$]OC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4}
187,21.92156791687012,3.0,PnPr3,CCCP(CCC)CCC,4.2,12.06180446777936,[C][C][C][P][Branch1_1][Ring2][C][C][C][C][C][C],3.631322651286304,{[$]CCP(CCC)CCC}
188,21.92156791687012,3.0,RockPhos,CC1=C(C(=C(C=C1)OC)P(C(C)(C)C)C(C)(C)C)C2=C(C=C(C=C2C(C)C)C(C)C)C(C)C,4.2,2.513737977746386,[C][C][=C][Branch2_1][Ring1][S][C][Branch1_2][Branch2_3][=C][Branch1_1][Branch1_1][C][=C][Ring1][Branch1_2][O][C][P][Branch1_1][Branch2_2][C][Branch1_1][C][C][Branch1_1][C][C][C][C][Branch1_1][C][C][Branch1_1][C][C][C][C][=C][Branch2_1][Ring1][Ring1][C][=C][Branch1_1][Branch2_3][C][=C][Ring1][Branch1_2][C][Branch1_1][C][C][C][C][Branch1_1][C][C][C][C][Branch1_1][C][C][C],69.20789826652408,{[$]C1=C(C(=C(C=C1)OC)P(C[$][$]C)C[$][$]C)C2=C(C=C(C=C2C[$]C)C[$]C)C[$]C}
189,21.92156791687012,3.0,Sphos,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,4.2,8.73390308207021,[C][O][C][=C][Branch1_1][O][C][Branch1_2][Branch1_2][=C][C][=C][Ring1][Branch1_2][O][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_2][C][C][C][C][C][C][Ring1][Branch1_2][C][C][C][C][C][C][Ring1][Branch1_2],45.52032500705908,{[$]OC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4}
190,21.92156791687012,4.6,PEt3,CCP(CC)CC,6.6000000000000005,23.931874865136542,[C][C][P][Branch1_1][Ring1][C][C][C][C],63.39081779812003,{[$]CP(CC)CC}
191,21.92156791687012,2.6,PallylPh2,C=CCP(C1=CC=CC=C1)C2=CC=CC=C2,2.6,16.47095331857814,[C][=C][C][P][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2],29.83027798601053,{[$]=CCP(C1=CC=CC=C1)C2=CC=CC=C2}
192,21.92156791687012,4.8,"PtBu2(E-but-2-enyl), m-CroPhos",CC=CCP(C(C)(C)C)C(C)(C)C,6.6000000000000005,8.339302649442828,[C][C][=C][C][P][Branch1_1][Branch2_2][C][Branch1_1][C][C][Branch1_1][C][C][C][C][Branch1_1][C][C][Branch1_1][C][C][C],59.83758766600967,{[$]C=CCP(C[$][$]C)C[$][$]C}
