Experiment_ID,Rxn_temp,Pd_mol%,Ligand_Name,Ligand_SMILES,Ligand_mol%,E-PR_AY,Ligand_SELFIES,E-PR_AY_shuffled,Ligand_Big_SMILES
1,20.0,2.5,PoTol3,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,3.8,33.807375235821326,[C][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_3][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][C],5.605658997004494,{[$]C1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C}
2,20.0,2.5,PoTol3,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,3.8,31.68253098997345,[C][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_3][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][C],1.5898772595860553,{[$]C1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C}
3,20.0,2.5,PoTol3,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,3.8,27.9692387473923,[C][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_3][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][C],72.24744463840095,{[$]C1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C}
4,20.0,2.5,PoTol3,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,3.8,30.82003355579568,[C][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_3][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][C],56.560148189898406,{[$]C1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C}
5,20.0,2.5,PoTol3,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,3.8,29.530629027561428,[C][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_3][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][C],13.34198040366042,{[$]C1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C}
6,20.0,2.5,PoTol3,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,3.8,28.38641262830008,[C][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_3][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][C],15.110514707272754,{[$]C1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C}
7,20.0,2.5,PoTol3,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,3.8,29.977209237475822,[C][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_3][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][C],63.62739960820355,{[$]C1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C}
8,20.0,2.5,PoTol3,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,3.8,30.569960007111806,[C][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_3][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][C],9.76248373480832,{[$]C1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C}
9,32.81068801879883,2.7,Sphos,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,7.0,17.09330870041194,[C][O][C][=C][Branch1_1][O][C][Branch1_2][Branch1_2][=C][C][=C][Ring1][Branch1_2][O][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_2][C][C][C][C][C][C][Ring1][Branch1_2][C][C][C][C][C][C][Ring1][Branch1_2],1.8789477235398,{[$]OC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4}
10,32.81068801879883,1.3,PhSPhos,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4,2.2,51.2669566175028,[C][O][C][=C][Branch1_1][O][C][Branch1_2][Branch1_2][=C][C][=C][Ring1][Branch1_2][O][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2],2.964092418473418,{[$]OC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4}
11,32.81068801879883,2.8,JohnPhos,CC(C)(C)P(C1=CC=CC=C1C2=CC=CC=C2)C(C)(C)C,8.0,0.5327690025690154,[C][C][Branch1_1][C][C][Branch1_1][C][C][P][Branch1_1][P][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][Branch1_1][C][C][Branch1_1][C][C][C],42.00410815054848,{[$]C[$][$]P(C1=CC=CC=C1C2=CC=CC=C2)C[$][$]C}
12,32.81068801879883,1.8,PallylPh2,C=CCP(C1=CC=CC=C1)C2=CC=CC=C2,3.0,15.110514707272754,[C][=C][C][P][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2],4.673038710758409,{[$]=CCP(C1=CC=CC=C1)C2=CC=CC=C2}
13,32.81068801879883,3.4,RockPhos,CC1=C(C(=C(C=C1)OC)P(C(C)(C)C)C(C)(C)C)C2=C(C=C(C=C2C(C)C)C(C)C)C(C)C,6.4,2.446814822302925,[C][C][=C][Branch2_1][Ring1][S][C][Branch1_2][Branch2_3][=C][Branch1_1][Branch1_1][C][=C][Ring1][Branch1_2][O][C][P][Branch1_1][Branch2_2][C][Branch1_1][C][C][Branch1_1][C][C][C][C][Branch1_1][C][C][Branch1_1][C][C][C][C][=C][Branch2_1][Ring1][Ring1][C][=C][Branch1_1][Branch2_3][C][=C][Ring1][Branch1_2][C][Branch1_1][C][C][C][C][Branch1_1][C][C][C][C][Branch1_1][C][C][C],8.609450880026253,{[$]C1=C(C(=C(C=C1)OC)P(C[$][$]C)C[$][$]C)C2=C(C=C(C=C2C[$]C)C[$]C)C[$]C}
14,32.81068801879883,1.9,JohnPhos,CC(C)(C)P(C1=CC=CC=C1C2=CC=CC=C2)C(C)(C)C,6.2,0.4453659247971954,[C][C][Branch1_1][C][C][Branch1_1][C][C][P][Branch1_1][P][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][Branch1_1][C][C][Branch1_1][C][C][C],44.807572716823735,{[$]C[$][$]P(C1=CC=CC=C1C2=CC=CC=C2)C[$][$]C}
15,32.81068801879883,1.9,PEt3,CCP(CC)CC,3.0,16.146127429203506,[C][C][P][Branch1_1][Ring1][C][C][C][C],54.82058430101041,{[$]CP(CC)CC}
16,32.81068801879883,2.0,"PtBu2(E-but-2-enyl), m-CroPhos",CC=CCP(C(C)(C)C)C(C)(C)C,3.2,7.892511824967622,[C][C][=C][C][P][Branch1_1][Branch2_2][C][Branch1_1][C][C][Branch1_1][C][C][C][C][Branch1_1][C][C][Branch1_1][C][C][C],1.1556486089233262,{[$]C=CCP(C[$][$]C)C[$][$]C}
17,35.14908218383789,1.0,PhSPhos,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4,4.0,44.807572716823735,[C][O][C][=C][Branch1_1][O][C][Branch1_2][Branch1_2][=C][C][=C][Ring1][Branch1_2][O][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2],0.0,{[$]OC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4}
18,35.14908218383789,4.8,"PPh2(2,6-Me2-Ph)",CC1=C(C(=CC=C1)C)P(C2=CC=CC=C2)C3=CC=CC=C3,18.2,34.379721467506855,[C][C][=C][Branch1_1][Branch2_3][C][Branch1_2][Branch1_2][=C][C][=C][Ring1][Branch1_2][C][P][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2],0.8950919101602525,{[$]C1=C(C(=CC=C1)C)P(C2=CC=CC=C2)C3=CC=CC=C3}
19,35.14908218383789,4.2,"P(3,5-Me2-4-OMe-Ph)3",CC1=CC(=CC(=C1OC)C)P(C2=CC(=C(C(=C2)C)OC)C)C3=CC(=C(C(=C3)C)OC)C,16.400000000000002,0.0,[C][C][=C][C][Branch1_2][O][=C][C][Branch1_2][Branch1_2][=C][Ring1][Branch1_2][O][C][C][P][Branch2_1][Ring1][Ring1][C][=C][C][Branch1_2][=N][=C][Branch1_1][Branch2_1][C][Branch1_2][Ring2][=C][Ring1][Branch1_2][C][O][C][C][C][=C][C][Branch1_2][=N][=C][Branch1_1][Branch2_1][C][Branch1_2][Ring2][=C][Ring1][Branch1_2][C][O][C][C],8.180793418751039,{[$]C1=CC(=CC(=C1OC)C)P(C2=CC(=C(C(=C2)C)OC)C)C3=CC(=C(C(=C3)C)OC)C}
20,35.14908218383789,1.4,PhSPhos,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4,0.8,38.08106091381557,[C][O][C][=C][Branch1_1][O][C][Branch1_2][Branch1_2][=C][C][=C][Ring1][Branch1_2][O][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2],28.24472926661054,{[$]OC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4}
21,35.14908218383789,5.0,P(nOct)3,CCCCCCCCP(CCCCCCCC)CCCCCCCC,18.4,0.6018107999953386,[C][C][C][C][C][C][C][C][P][Branch1_1][Branch2_2][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C],1.2278371096943064,{[$]CCCCCCCP(CCCCCCCC)CCCCCCCC}
22,35.14908218383789,4.3,PhSPhos,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4,2.6,58.3362182169964,[C][O][C][=C][Branch1_1][O][C][Branch1_2][Branch1_2][=C][C][=C][Ring1][Branch1_2][O][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2],29.530629027561428,{[$]OC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4}
23,35.14908218383789,1.3,PhSPhos,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4,2.6,57.49638956018809,[C][O][C][=C][Branch1_1][O][C][Branch1_2][Branch1_2][=C][C][=C][Ring1][Branch1_2][O][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2],30.543753651134416,{[$]OC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4}
24,35.14908218383789,5.0,"PPh (4-(2,2-(CF3)2-F7pent)-Ph)2",C1=CC=C(C=C1)P(C2=CC=C(C=C2)CC(C(C(C(F)(F)F)(F)F)(F)F)(C(F)(F)F)C(F)(F)F)C3=CC=C(C=C3)CC(C(C(C(F)(F)F)(F)F)(F)F)(C(F)(F)F)C(F)(F)F,19.6,50.58524230978591,[C][=C][C][=C][Branch1_1][Branch1_1][C][=C][Ring1][Branch1_2][P][Branch2_1][Branch1_1][Branch2_1][C][=C][C][=C][Branch1_1][Branch1_1][C][=C][Ring1][Branch1_2][C][C][Branch2_1][Ring1][Branch1_3][C][Branch1_1][S][C][Branch1_1][Branch2_2][C][Branch1_1][C][F][Branch1_1][C][F][F][Branch1_1][C][F][F][Branch1_1][C][F][F][Branch1_1][Branch2_2][C][Branch1_1][C][F][Branch1_1][C][F][F][C][Branch1_1][C][F][Branch1_1][C][F][F][C][=C][C][=C][Branch1_1][Branch1_1][C][=C][Ring1][Branch1_2][C][C][Branch2_1][Ring1][Branch1_3][C][Branch1_1][S][C][Branch1_1][Branch2_2][C][Branch1_1][C][F][Branch1_1][C][F][F][Branch1_1][C][F][F][Branch1_1][C][F][F][Branch1_1][Branch2_2][C][Branch1_1][C][F][Branch1_1][C][F][F][C][Branch1_1][C][F][Branch1_1][C][F][F],2.513737977746386,{[$]1=CC=C(C=C1)P(C2=CC=C(C=C2)CC(C(C(C(F)(F)F)(F)F)(F)F)(C(F)(F)F)C(F)(F)F)C3=CC=C(C=C3)CC(C(C(C(F)(F)F)(F)F)(F)F)(C(F)(F)F)C(F)(F)F}
25,10.36997413635254,1.0,AtaPhos,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C,0.6000000000000001,1.7896953233231776,[C][C][Branch1_1][C][C][Branch1_1][C][C][P][Branch1_1][S][C][=C][C][=C][Branch1_1][Branch1_1][C][=C][Ring1][Branch1_2][N][Branch1_1][C][C][C][C][Branch1_1][C][C][Branch1_1][C][C][C],2.293419807174025,{[$]C[$][$]P(C1=CC=C(C=C1)N[$]C)C[$][$]C}
26,10.36997413635254,1.0,Et-PhenCarPhos,CCP(CC)C1=CC=CC=C1N2C3=CC=CC=C3C4=CC=CC=C42,0.6000000000000001,6.452150442559975,[C][C][P][Branch1_1][Ring1][C][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][N][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][Ring1][=N],55.41119042986797,{[$]CP(CC)C1=CC=CC=C1N2C3=CC=CC=C3C4=CC=CC=C42}
27,10.36997413635254,4.7,PoTol3,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,11.4,0.7017836179959207,[C][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_3][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][C],0.2619104054902362,{[$]C1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C}
28,10.36997413635254,1.2,PPh2(2-OMe-Ph),COC1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3,4.800000000000001,0.6033552372786971,[C][O][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2],64.14417647589116,{[$]OC1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3}
29,10.36997413635254,1.8,(R)SITCP,C1CC23CCC4=C2C(=CC=C4)CP(CC5=CC=CC1=C35)C6=CC=CC=C6,7.0,0.0,[C][C][C][C][C][C][=C][Ring1][Branch1_1][C][Branch1_2][Branch1_2][=C][C][=C][Ring1][Branch1_2][C][P][Branch1_1][S][C][C][=C][C][=C][C][Ring2][Ring1][Ring1][=C][Ring2][Ring1][C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2],4.86092218018953,{[$]1CC23CCC4=C2C(=CC=C4)CP(CC5=CC=CC1=C35)C6=CC=CC=C6}
30,10.36997413635254,4.8,PnPr3,CCCP(CCC)CCC,9.0,8.609450880026253,[C][C][C][P][Branch1_1][Ring2][C][C][C][C][C][C],0.41280919185239,{[$]CCP(CCC)CCC}
31,10.36997413635254,4.8,PhAtaPhos,CN(C)C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3,5.6000000000000005,18.1477294753462,[C][N][Branch1_1][C][C][C][=C][C][=C][Branch1_1][Branch1_1][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2],0.4725629794181601,{[$]N[$]C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3}
32,10.36997413635254,5.0,PCy2Ph,C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3,7.2,8.180793418751039,[C][C][C][C][Branch1_1][Branch1_1][C][C][Ring1][Branch1_2][P][Branch1_1][Branch2_2][C][C][C][C][C][C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2],66.10105230185984,{[$]1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3}
33,36.366249084472656,4.5,PhSPhos,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4,3.4000000000000004,63.43387934637158,[C][O][C][=C][Branch1_1][O][C][Branch1_2][Branch1_2][=C][C][=C][Ring1][Branch1_2][O][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2],2.3113102099075307,{[$]OC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4}
34,36.366249084472656,5.0,Ph2P(CH2)3Si(OEt)3,CCO[Si](CCCP(C1=CC=CC=C1)C2=CC=CC=C2)(OCC)OCC,11.6,29.599109916439502,[C][C][O][Siexpl][Branch2_1][Ring1][Branch1_3][C][C][C][P][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][Branch1_1][Ring2][O][C][C][O][C][C],2.3144416221504907,{[$]CO[Si](CCCP(C1=CC=CC=C1)C2=CC=CC=C2)(OCC)OCC}
35,36.366249084472656,5.0,PCy2Ph,C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3,11.6,0.0,[C][C][C][C][Branch1_1][Branch1_1][C][C][Ring1][Branch1_2][P][Branch1_1][Branch2_2][C][C][C][C][C][C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2],12.06180446777936,{[$]1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3}
36,36.366249084472656,1.4,PhSPhos,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4,4.0,56.560148189898406,[C][O][C][=C][Branch1_1][O][C][Branch1_2][Branch1_2][=C][C][=C][Ring1][Branch1_2][O][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2],16.146127429203506,{[$]OC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4}
37,36.366249084472656,3.3,Ph2P(CH2)3Si(OEt)3,CCO[Si](CCCP(C1=CC=CC=C1)C2=CC=CC=C2)(OCC)OCC,1.8,33.83293730391921,[C][C][O][Siexpl][Branch2_1][Ring1][Branch1_3][C][C][C][P][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][Branch1_1][Ring2][O][C][C][O][C][C],2.530256635441237,{[$]CO[Si](CCCP(C1=CC=CC=C1)C2=CC=CC=C2)(OCC)OCC}
38,36.366249084472656,1.3,PhSPhos,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4,3.4000000000000004,59.83758766600967,[C][O][C][=C][Branch1_1][O][C][Branch1_2][Branch1_2][=C][C][=C][Ring1][Branch1_2][O][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2],38.08106091381557,{[$]OC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4}
39,36.366249084472656,4.9,P(mesityl)3,CC1=CC(=C(C(=C1)C)P(C2=C(C=C(C=C2C)C)C)C3=C(C=C(C=C3C)C)C)C,4.6000000000000005,3.07565208009528,[C][C][=C][C][Branch2_2][Ring2][N][=C][Branch1_1][Branch2_1][C][Branch1_2][Ring2][=C][Ring1][Branch1_2][C][P][Branch1_1][S][C][=C][Branch1_1][O][C][=C][Branch1_1][Branch1_2][C][=C][Ring1][Branch1_2][C][C][C][C][=C][Branch1_1][O][C][=C][Branch1_1][Branch1_2][C][=C][Ring1][Branch1_2][C][C][C][C],19.474741089501496,{[$]C1=CC(=C(C(=C1)C)P(C2=C(C=C(C=C2C)C)C)C3=C(C=C(C=C3C)C)C)C}
40,36.366249084472656,1.6,PhSPhos,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4,4.2,57.630224879455774,[C][O][C][=C][Branch1_1][O][C][Branch1_2][Branch1_2][=C][C][=C][Ring1][Branch1_2][O][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2],16.47095331857814,{[$]OC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4}
41,14.3204345703125,4.5,P(C6F5)2Ph,C1=CC=C(C=C1)P(C2=C(C(=C(C(=C2F)F)F)F)F)C3=C(C(=C(C(=C3F)F)F)F)F,17.0,2.530256635441237,[C][=C][C][=C][Branch1_1][Branch1_1][C][=C][Ring1][Branch1_2][P][Branch2_1][Ring1][Branch1_2][C][=C][Branch1_1][P][C][Branch1_2][=N][=C][Branch1_1][Branch2_2][C][Branch1_2][Branch1_1][=C][Ring1][Branch1_2][F][F][F][F][F][C][=C][Branch1_1][P][C][Branch1_2][=N][=C][Branch1_1][Branch2_2][C][Branch1_2][Branch1_1][=C][Ring1][Branch1_2][F][F][F][F][F],1.592540090540913,{[$]1=CC=C(C=C1)P(C2=C(C(=C(C(=C2F)F)F)F)F)C3=C(C(=C(C(=C3F)F)F)F)F}
42,14.3204345703125,3.0,P(mesityl)3,CC1=CC(=C(C(=C1)C)P(C2=C(C=C(C=C2C)C)C)C3=C(C=C(C=C3C)C)C)C,3.8,2.550481181169747,[C][C][=C][C][Branch2_2][Ring2][N][=C][Branch1_1][Branch2_1][C][Branch1_2][Ring2][=C][Ring1][Branch1_2][C][P][Branch1_1][S][C][=C][Branch1_1][O][C][=C][Branch1_1][Branch1_2][C][=C][Ring1][Branch1_2][C][C][C][C][=C][Branch1_1][O][C][=C][Branch1_1][Branch1_2][C][=C][Ring1][Branch1_2][C][C][C][C],2.30231254981889,{[$]C1=CC(=C(C(=C1)C)P(C2=C(C=C(C=C2C)C)C)C3=C(C=C(C=C3C)C)C)C}
43,14.3204345703125,2.3,PhAtaPhos,CN(C)C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3,5.0,0.0,[C][N][Branch1_1][C][C][C][=C][C][=C][Branch1_1][Branch1_1][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2],2.173586627762312,{[$]N[$]C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3}
44,14.3204345703125,2.7,"PtBu2(E-but-2-enyl), m-CroPhos",CC=CCP(C(C)(C)C)C(C)(C)C,4.4,5.405959709656598,[C][C][=C][C][P][Branch1_1][Branch2_2][C][Branch1_1][C][C][Branch1_1][C][C][C][C][Branch1_1][C][C][Branch1_1][C][C][C],4.017882709464438,{[$]C=CCP(C[$][$]C)C[$][$]C}
45,14.3204345703125,4.4,P(nOct)3,CCCCCCCCP(CCCCCCCC)CCCCCCCC,5.0,5.605658997004494,[C][C][C][C][C][C][C][C][P][Branch1_1][Branch2_2][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C],29.599109916439502,{[$]CCCCCCCP(CCCCCCCC)CCCCCCCC}
46,14.3204345703125,3.8,Et-PhenCarPhos,CCP(CC)C1=CC=CC=C1N2C3=CC=CC=C3C4=CC=CC=C42,15.0,0.3142248417050838,[C][C][P][Branch1_1][Ring1][C][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][N][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][Ring1][=N],24.95747869371501,{[$]CP(CC)C1=CC=CC=C1N2C3=CC=CC=C3C4=CC=CC=C42}
47,14.3204345703125,2.6,"1-Cy2P-2,4,6-MeO-Ph2",COC1=CC(=C(C(=C1)OC)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)OC,5.4,0.3527513075014523,[C][O][C][=C][C][Branch2_2][Ring2][Branch1_3][=C][Branch1_1][Branch2_2][C][Branch1_2][Ring2][=C][Ring1][Branch1_2][O][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_2][C][C][C][C][C][C][Ring1][Branch1_2][C][C][C][C][C][C][Ring1][Branch1_2][O][C],72.98034325971037,{[$]OC1=CC(=C(C(=C1)OC)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)OC}
48,14.3204345703125,3.2,JohnPhos,CC(C)(C)P(C1=CC=CC=C1C2=CC=CC=C2)C(C)(C)C,3.4000000000000004,1.2278371096943064,[C][C][Branch1_1][C][C][Branch1_1][C][C][P][Branch1_1][P][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][Branch1_1][C][C][Branch1_1][C][C][C],0.0,{[$]C[$][$]P(C1=CC=CC=C1C2=CC=CC=C2)C[$][$]C}
49,37.96045684814453,1.1,PhSPhos,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4,3.0,53.97654670378602,[C][O][C][=C][Branch1_1][O][C][Branch1_2][Branch1_2][=C][C][=C][Ring1][Branch1_2][O][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2],72.49684166223904,{[$]OC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4}
50,37.96045684814453,1.1,PoTol3,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,3.2,19.644505289405725,[C][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_3][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][C],63.61623498721166,{[$]C1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C}
