Datatype,R2_mean,R2_std,RMSE_mean,RMSE_std,MAE_mean,MAE_std,num_of_data
SUM_OF_FRAGS,0.9302148590141808,0.0075569266549060194,0.4362554816540922,0.028234607162141597,0.2858054814905372,0.01626906834851338,681
