Datatype,R2_mean,R2_std,RMSE_mean,RMSE_std,MAE_mean,MAE_std,num_of_data
SUM_OF_FRAGS,0.823989925249545,0.04618491499318527,0.27548858696749756,0.038251418217460934,0.17417421110877068,0.016482398420946547,681
