index,SMILES,Fragments
358,CCCC[C@@H](C[Se]c1ccc(cc1)c1c2cc(sc2c(c2c1sc(c2)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)c1ccc(cc1)[Se]C[C@H](CCCC)CC)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)CC,
359,CCCC[C@@H](COc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)c1ccc(s1)OC[C@H](CCCC)CC)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)CC,
360,CCCC[C@@H](C[Se]c1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)c1ccc(s1)[Se]C[C@H](CCCC)CC)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)CC,
361,CCCC[C@@H](COc1cccc(c1)c1c2cc(sc2c(c2c1sc(c2)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)c1cccc(c1)OC[C@H](CCCC)CC)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)CC,
362,CCCC[C@@H](CSc1cccc(c1)c1c2cc(sc2c(c2c1sc(c2)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)c1cccc(c1)SC[C@H](CCCC)CC)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)CC,
363,CCCC[C@@H](C[Se]c1cccc(c1)c1c2cc(sc2c(c2c1sc(c2)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)c1cccc(c1)[Se]C[C@H](CCCC)CC)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)CC,
364,CCCCCCC1(CCCCCC)c2cc(sc2c2c1cc(s2)C#CC1=c2ccc3=C(C4N5[Zn@@]6(N7C1CCC7=C(c1c(C)cc(cc1C)C)c1n6c(cc1)C(=C5CC4)C#Cc1sc4c(c1)C(c1c4sc(c1)/C=C/1\SC(=S)N(C1=O)CC)(CCCCCC)CCCCCC)n23)c1c(C)cc(cc1C)C)[CH]C1=[S]C(=S)N(C1=O)CC,
365,CCCCCCC1(CCCCCC)c2cc(sc2c2c1cc(s2)C=C(C#N)C#N)C#CC1=C2CCC3N2[Zn@@]24n5c1ccc5C(=C1N2C(CC1)C(=c1n4c(=C3c2c(C)cc(cc2C)C)cc1)C#Cc1sc2c(c1)C(c1c2sc(c1)C=C(C#N)C#N)(CCCCCC)CCCCCC)c1c(C)cc(cc1C)C,
366,CCCCCCCCN1C(=O)c2c(C1=O)c(sc2c1sc2c(c1)n(c1c2sc(c1)C=C(C#N)C#N)C[C@H](CCCCCCCC)CCCCCC)c1sc2c(c1)n(c1c2sc(c1)C=C(C#N)C#N)C[C@H](CCCCCCCC)CCCCCC,
367,CCCCCCCC[C@@H](Cn1c2cc(sc2c2c1cc(s2)c1ccc(c2c1nsn2)c1sc2c(c1)n(c1c2sc(c1)C=C(C#N)C#N)C[C@H](CCCCCCCC)CCCCCC)C=C(C#N)C#N)CCCCCC,
368,CCCCCCCCN1C(=O)c2c(C1=O)c(sc2c1cc2c(s1)c1c(n2C[C@H](CCCCCCCC)CCCCCC)cc(s1)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)C=C(C#N)C#N)c1cc2c(s1)c1c(n2C[C@H](CCCCCCCC)CCCCCC)cc(s1)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)C=C(C#N)C#N,
369,CCCCCCCC[C@@H](Cn1c2cc(sc2c2c1cc(s2)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)C=C(C#N)C#N)c1ccc(c2c1nsn2)c1cc2c(s1)c1c(n2C[C@H](CCCCCCCC)CCCCCC)cc(s1)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)C=C(C#N)C#N)CCCCCC,
370,CCCCCCCC[C@H](Cn1nc2c(n1)c(c1ccc(s1)c1cc3c(s1)c(OC[C@@H](CCCC)CC)c1c(c3OC[C@H](CCCC)CC)sc(c1)c1ccc(s1)c1c(F)c(F)c(c3c1nn(n3)C[C@H](CCCCCCCC)CCCCCC)c1ccc(s1)/C=C(/C(=O)OC[C@H](CCCC)CC)\C#N)c(c(c2c1ccc(s1)/C=C(/C(=O)OC[C@@H](CCCC)CC)\C#N)F)F)CCCCCC,
371,CCCC[C@H](COc1c2cc(sc2c(c2c1sc(c2)c1ccc(c2c1nsn2)c1ccc(s1)c1cc2c(s1)c1c(n2C[C@@H](CCCC)CC)cc(s1)C[C@@H](CCCC)CC)OC[C@H](CCCC)CC)c1ccc(c2c1nsn2)c1ccc(s1)c1cc2c(s1)c1c(n2C[C@@H](CCCC)CC)cc(s1)C[C@@H](CCCC)CC)CC,
372,CCCC[C@@H](Cn1c(=O)c2c(c1c1ccc(s1)c1ccc3c(c1)C(=O)c1c3cccc1)c(=O)n(c2c1ccc(s1)c1ccc2c(c1)C(=O)c1c2cccc1)C[C@H](CCCC)CC)CC,
373,CCCCCCCCCC[C@H](Cn1c(=O)c2c(c1c1ccc(s1)c1cccc3c1nsn3)c(=O)n(c2c1ccc(s1)c1cccc2c1nsn2)C[C@@H](CCCCCCCCCC)CCCCCCCC)CCCCCCCC,
374,CCCCCCCCC1(CCCCCCCC)c2cc(C#Cc3cc4n(c3)[B](F)(F)n3c([C]4c4ccc(cc4)OCCCCCCCC)ccc3)ccc2c2c1cc(C#Cc1cc3n(c1)[B](F)(F)n1c([C]3c3ccc(cc3)OCCCCCCCC)ccc1)cc2,
375,N#CC(=Cc1ccc(cc1)c1ccc(s1)c1ccc2c(c1)c1ccccc1n2c1ccc(cc1)C(C)(C)C)C#N,
377,O=C1C(=Cc2ccc(cc2)c2ccc(s2)c2ccc3c(c2)c2ccccc2n3c2ccc(cc2)C(C)(C)C)C(=O)c2c1cccc2,
378,N#CC(=C1C=C(/C=C/c2ccc(cc2)c2ccc(s2)c2ccc3c(c2)c2ccccc2n3c2ccc(cc2)C(C)(C)C)OC(=C1)C(C)(C)C)C#N,
379,O=C1C(=C2C=C(/C=C/c3ccc(cc3)c3ccc(s3)c3ccc4c(c3)c3ccccc3n4c3ccc(cc3)C(C)(C)C)OC(=C2)C(C)(C)C)C(=O)c2c1cccc2,
380,CCCC[C@H](C[Si@]1(C[C@H](CCCC)CC)c2cc(sc2c2c1cc(s2)c1ccc(c2c1nsn2)c1sc2c(c1)[Si@](c1c2sc(c1)c1ncc(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)(C[C@H](CCCC)CC)C[C@@H](CCCC)CC)c1ccc(c2c1nsn2)c1sc2c(c1)[Si@](c1c2sc(c1)c1ncc(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)(C[C@H](CCCC)CC)C[C@@H](CCCC)CC)CC,
381,CCCC[C@H](C[Si@]1(C[C@H](CCCC)CC)c2cc(sc2c2c1cc(s2)c1cc(F)c(c2c1nsn2)c1sc2c(c1)[Si@](c1c2sc(c1)c1ncc(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)(C[C@H](CCCC)CC)C[C@@H](CCCC)CC)c1cc(F)c(c2c1nsn2)c1sc2c(c1)[Si@](c1c2sc(c1)c1ncc(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)(C[C@H](CCCC)CC)C[C@@H](CCCC)CC)CC,
382,CCCCCCc1cc(sc1c1ccc(s1)c1sc(cc1CCCCCC)/C=C(/C(=O)OCCCCCCCC)\C#N)c1ccc2c(c1)C1(c3cc(ccc3C=C2)c2sc(c(c2)CCCCCC)c2ccc(s2)c2sc(cc2CCCCCC)/C=C(/C(=O)OCCCCCCCC)\C#N)c2ccccc2c2c1cccc2,
383,CCCCCCc1cc(sc1c1ccc(s1)c1sc(cc1CCCCCC)/C=C(/C(=O)OCCCCCCCC)\C#N)c1ccc2c(c1)Cc1cc(ccc1C=C2)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCC)/C=C(/C(=O)OCCCCCCCC)\C#N)CCCCCC,
384,CCCCCCc1cc(sc1c1ccc(s1)c1sc(cc1CCCCCC)/C=C(/C(=O)OCCCCCCCC)\C#N)c1ccc(cc1)/C=C\c1ccc(cc1)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCC)/C=C(/C(=O)OCCCCCCCC)\C#N)CCCCCC,
385,CCCCCCCCc1cc(sc1c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C/c1nc(c(n1CCCCCCCC)C#N)C#N)c1cc2c(s1)c(c1ccc(s1)C[C@H](CCCC)CC)c1c(c2c2ccc(s2)C[C@H](CCCC)CC)sc(c1)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C/c1nc(c(n1CCCCCCCC)C#N)C#N)CCCCCCCC,
387,CCCCCCCC[C@H](C1=C2CCC3N2[Zn@@]24n5c1ccc5C(=C1N2C(CC1)C(=c1n4c(=C3C#Cc2cc(OCCCCCC)c(cc2OCCCCCC)[CH]C2=[S]C(=S)N(C2=O)CC)cc1)[C@@H](CCCCCCCC)CCCCCC)C#Cc1cc(OCCCCCC)c(cc1OCCCCCC)/C=C/1\SC(=S)N(C1=O)CC)CCCCCC,
388,[H]C(C1SC(S)N(C1O)C([H])([H])C([H])([H])[H])C1C([H])C(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(CCC2C3C([H])C([H])C4C(C5C([H])C([H])C6C(CCC7C8C([H])C([H])C9C(C%10C([H])C([H])C%11C(CCC%12C([H])C(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C([H])C%13SC(S)N(C%13O)C([H])([H])C([H])([H])[H])C([H])C%12OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C%12C([H])C([H])C%13C(C%14C([H])C([H])C7N%14[Zn](N%10%11)(N%12%13)N89)[C@]([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])[C@]([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C7C([H])C([H])C8C(C9C([H])C([H])C2N9[Zn](N34)(N56)N78)[C@]([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])[C@]([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])C1OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],
389,N#CC(=Cc1ccc(cc1)c1cc2c(n1c1ccc(cc1)C)cc(n2c1ccc(cc1)C)c1ccc(cc1)C=C(C#N)C#N)C#N,
390,CCCC[C@@H](COc1c2cc(sc2c(c2c1scc2)OC[C@@H](CCCC)CC)c1sc2c(c1)n(c1c2sc(c1)C=C1C(=O)c2c(C1=O)cccc2)C[C@H](CCCC)CC)CC,
391,CCOC(=O)/C(=C/c1ccc(cc1)c1cc2c(n1c1ccc(cc1)C)cc(n2c1ccc(cc1)C)c1ccc(cc1)/C=C(\C(=O)OCC)/C#N)/C#N,
392,CCCC[C@@H](CN1C(=S)S/C(=C\2/[C@H]3C=C[C@H](C=C3C3=C[C@@H](C=C[C@H]23)[C@@H]2C=C[C@H](C=C2)N(c2ccc(cc2)OC)c2ccc(cc2)OC)[C@@H]2C=C[C@@H](C=C2)N(c2ccc(cc2)OC)c2ccc(cc2)OC)/C1=O)CC,
393,CCCCCCc1cc(sc1/C=C/c1sc2c(c1)C(c1c2sc(c1)/C=C/c1sc(cc1CCCCCC)/C=C/1\SC(=S)N(C1=O)CC)(CCCCCC)CCCCCC)[CH]C1=[S]C(=S)N(C1=O)CC,
394,CCCC[C@@H](Cn1c(=O)c2c(c1c1ccc(s1)c1ccco1)c(=O)n(c2c1ccc(s1)c1ccco1)C[C@H](CCCC)CC)CC,
395,CCCC[C@@H](Cn1c(=O)c2c(c1c1ccc(s1)c1cc3c(s1)cccc3)c(=O)n(c2c1ccc(s1)c1cc2c(s1)cccc2)C[C@H](CCCC)CC)CC,
396,CCCC[C@@H](Cn1c(=O)c2c(c1c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)c(=O)n(c2c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)C[C@H](CCCC)CC)CC,
397,CCCC[C@@H](Cn1c(=O)c2c(c1c1ccc(s1)c1ccc(cc1)C(F)(F)F)c(=O)n(c2c1ccc(s1)c1ccc(cc1)C(F)(F)F)C[C@H](CCCC)CC)CC,
398,CCCC[C@@H](Cn1c(=O)c2c(c1c1ccc(s1)c1cc(F)c(c(c1)F)F)c(=O)n(c2c1ccc(s1)c1cc(F)c(c(c1)F)F)C[C@H](CCCC)CC)CC,
399,CCCCCCCCOc1c2cc(sc2c(c2c1sc(c2)C#Cc1cc2n(c1)[B](F)(F)n1c([C]2c2ccc(cc2)OCCCCCCCC)ccc1)OCCCCCCCC)C#Cc1cc2n(c1)[B](F)(F)n1c([C]2c2ccc(cc2)OCCCCCCCC)ccc1,
400,CCCC[C@H](CN1C(=O)/C(=C/2\c3ccc(cc3N(C2=O)C[C@@H](CCCC)CC)c2ccc(s2)c2ccc(s2)CCCCCC)/c2c1cc(cc2)c1ccc(s1)c1ccc(s1)CCCCCC)CC,
401,CCCC[C@H](CN1C(=O)[C](c2c1c1ccccc1c(c2)c1ccc(s1)c1ccc(s1)CCCCCC)[C]1C(=O)N(c2c1cc(c1ccc(s1)c1ccc(s1)CCCCCC)c1c2cccc1)C[C@@H](CCCC)CC)CC,
402,CCCC[C@@H](Cn1c(=O)c2c(c1c1ccc(cc1)c1sc(c3c1OCCO3)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)c(=O)n(c2c1ccc(cc1)c1sc(c2c1OCCO2)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)C[C@H](CCCC)CC)CC,
403,CCCC[C@@H](Cn1c(=O)c2c(c1c1ccc(cc1)c1sc(c3c1OCCO3)c1ccc(s1)C[C@@H](CCCC)CC)c(=O)n(c2c1ccc(cc1)c1sc(c2c1OCCO2)c1ccc(s1)C[C@@H](CCCC)CC)C[C@H](CCCC)CC)CC,
404,CCCC[C@@H](Cn1c(=O)c2c(c1c1ccc(s1)c1sc(c3c1OCCO3)c1ccc(s1)C[C@@H](CCCC)CC)c(=O)n(c2c1ccc(s1)c1sc(c2c1OCCO2)c1ccc(s1)C[C@@H](CCCC)CC)C[C@H](CCCC)CC)CC,
405,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1sc(c2c1OCCO2)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(cc1)c1sc(c2c1OCCO2)c1ccc(s1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)C[C@H](CCCC)CC,
406,CCCC[C@@H](CN1[C](c2ccc(s2)c2sc(c3c2OCCO3)c2ccc(s2)[C]2N(C[C@H](CCCC)CC)C(=O)c3c2c(OC[C@@H](CCCC)CC)nc3c2cccs2)c2c(C1=O)c(nc2OC[C@@H](CCCC)CC)c1cccs1)CC,
407,CCCC[C@@H](Cn1c(c2ccc(s2)c2sc(c3c2OCCO3)c2ccc(s2)c2n(C[C@H](CCCC)CC)c(=O)c3c2c(=O)n(c3c2cccs2)C[C@H](CCCC)CC)c2c(c1=O)c(n(c2=O)C[C@H](CCCC)CC)c1cccs1)CC,
408,CCCCCCCCc1c2sc(cc2c(c2c1cc(s2)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C\1/SN(C(=S)C1=O)CC)CCCCCCCC)CCCCCCCC)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C\1/SN(C(=S)C1=O)CC)CCCCCCCC,
409,CCCCCCCCOc1c2cc(sc2c(c2c1sc(c2)c1sc(c(c1)CCCCCCCC)c1ccc(s1)c1sc(cc1CCCCCCCC)[CH]C1=[S]N(C(=S)C1=O)CC)CCCCCCCC)c1sc(c(c1)CCCCCCCC)c1ccc(s1)c1sc(cc1CCCCCCCC)[CH]C1=[S]N(C(=S)C1=O)CC,
410,CCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCC)c2cc3c4sc5c(c4[C@@]4(c3cc2c2c1c1sc(cc1s2)c1c(F)c(F)c(c2c1nn(n2)CCCCCC)c1ccc(s1)c1n(C[C@@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)[C@]12[C@]34C=CC(=C[C@@H]3[C@@H]2C=C(C=C1)CCCCCC)CCCCCC)sc(c5)c1c(F)c(F)c(c2c1nn(n2)CCCCCC)c1ccc(s1)c1n(C[C@@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC,
411,CCCC[C@H](Cc1ccc(s1)c1c2sc(cc2c(c2c1cc(s2)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(s1)c1cc2c(o1)cccc2)C[C@H](CCCC)CC)c1ccc(s1)C[C@H](CCCC)CC)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(s1)c1cc2c(o1)cccc2)C[C@H](CCCC)CC)CC,
412,CCCCCCCCc1cc(sc1c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C/1\SC(=S)N(C1=O)CC)c1sc2c(c1)P(=O)(c1c2sc(c1)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C\1/SC(=S)N(C1=O)CC)CCCCCCCC)c1ccccc1,
413,[H]C1([H])[N@]2C([H])([H])C([H])([H])[N@@](C1([H])[H])C([H])([H])C2([H])[H].[H]C1([H])[N@]2C([H])([H])C([H])([H])[N@@](C1([H])[H])C([H])([H])C2([H])[H].[H]C1C([H])C2C([H])C3C([H])C([H])C4C(CCCCC5C6C([H])C([H])C7C([H])C8C([H])C([H])C9C([H])C%10C([H])C([H])C%11C([H])C%12C([H])C([H])C5N%12[Zn](N89)(N%10%11)N67)C5C([H])C([H])C6C([H])C7C([H])C([H])C8C([H])C1N2[Zn](N78)(N34)N56.[H]C1C([H])C2C([H])C3C([H])C([H])C4C(CCCCC5C6C([H])C([H])C7C([H])C8C([H])C([H])C9C([H])C%10C([H])C([H])C%11C([H])C%12C([H])C([H])C5N%12[Zn](N89)(N%10%11)N67)C5C([H])C([H])C6C([H])C7C([H])C([H])C8C([H])C1N2[Zn](N78)(N34)N56,
414,CCCCCCN1c2cc(ccc2/C(=C/2\C(=O)N(c3c2ccc(c3)c2ccc(s2)c2n(C[C@H](CCCC)CC)c(=O)c3c2c(=O)n(c3c2cccs2)C[C@H](CCCC)CC)CCCCCC)/C1=O)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC,
415,CCCC[C@H](Cc1ccc(s1)C1=C2CCC3N2[Zn@]24n5c1ccc5C(=C1N2C(CC1)C(=c1n4c(=C3C#Cc2ccc(s2)c2n(C[C@@H](CCCC)CC)c(=O)c3c2c(=O)n(c3c2cccs2)C[C@@H](CCCC)CC)cc1)c1ccc(s1)C[C@H](CCCC)CC)C#CC#CC1=C2CCC3N2[Zn@@]24n5c1ccc5C(=C1N2C(CC1)C(=c1n4c(=C3c2ccc(s2)C[C@@H](CCCC)CC)cc1)C#Cc1ccc(s1)c1n(C[C@@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@@H](CCCC)CC)c1ccc(s1)C[C@@H](CCCC)CC)CC,
416,[H]C1SC(C([H])C1[H])C1C2C(O)N(C(C3SC(CCC4C5C([H])C([H])C6C(C7SC(C([H])C7[H])C([H])([H])[C@@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C7C([H])C([H])C8C(CCC9SC(C%10SC(CCC%11C%12C([H])C([H])C%13C(C%14SC(C([H])C%14[H])C([H])([H])[C@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C%14C([H])C([H])C%15C(CCC%16SC(C([H])C%16[H])C%16C%17C(O)N(C(C%18SC([H])C([H])C%18[H])C%17C(O)N%16C([H])([H])[C@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[C@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C%16C([H])C([H])C%17C(C%18SC(C([H])C%18[H])C([H])([H])[C@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C%18C([H])C([H])C%11N%18[Zn](N%14%15)(N%16%17)N%12%13)C([H])C%10C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C9[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C9C([H])C([H])C%10C(C%11SC(C([H])C%11[H])C([H])([H])[C@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C%11C([H])C([H])C4N%11[Zn](N56)(N78)N9%10)C([H])C3[H])C2C(O)N1C([H])([H])[C@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[C@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],
417,CCCCCCCCCCCCOc1cc(C#CC2=c3ccc4=C(C5N6[Zn@]7(N8C2CCC8=C(c2ccc(s2)C[C@@H](CCCC)CC)c2n7c(cc2)C(=C6CC5)C#Cc2ccc(s2)c2n(C[C@@H](CCCC)CC)c(=O)c5c2c(=O)n(c5c2cccs2)C[C@@H](CCCC)CC)n34)c2ccc(s2)C[C@H](CCCC)CC)c(cc1C#CC1=C2CCC3N2[Zn@]24n5c1ccc5C(=C1N2C(CC1)C(=c1n4c(=C3c2ccc(s2)C[C@@H](CCCC)CC)cc1)C#Cc1ccc(s1)c1n(C[C@@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@@H](CCCC)CC)c1ccc(s1)C[C@@H](CCCC)CC)OCCCCCCCCCCCC,
418,CCCC[C@@H](CN1C(=S)[S]=C(C1=O)C1=C2C=C[C@H](C=C2C2=C[C@@H](C=C[C@H]12)[C@@H]1C=C[C@H](C=C1)N([C@@H]1C=C[C@@H](C=C1)C)[C@@H]1C=C[C@@H](C=C1)C)[C@@H]1C=C[C@@H](C=C1)N([C@@H]1C=C[C@@H](C=C1)C)[C@@H]1C=C[C@@H](C=C1)C)CC,
419,Cc1ccc(cc1)c1oc2c(c1)n1c(c2)[C](c2n([B]1(F)F)c1cc(oc1c2)c1ccc(cc1)C)C(F)(F)F,
420,COc1ccc(cc1)c1oc2c(c1)n1c(c2)[C](c2n([B]1(F)F)c1cc(oc1c2)c1ccc(cc1)OC)C(F)(F)F,
422,CCCCCCc1cc(sc1C[C@H](CCCC)CC)c1c2cc(sc2c(c2c1sc(c2)c1c(F)c(F)c(c2c1nc(C(=O)OC(C)C)c(n2)C(=O)OC(C)C)c1ccc(s1)c1ccc(s1)CCCCCC)c1sc(c(c1)CCCCCC)C[C@@H](CCCC)CC)c1c(F)c(F)c(c2c1nc(C(=O)OC(C)C)c(n2)C(=O)OC(C)C)c1ccc(s1)c1ccc(s1)CCCCCC,
423,CCCCCCCCn1c2cc(C#Cc3cc4n(c3)[B](F)(F)n3c([C]4c4ccc(cc4)OCCCCCCCC)ccc3)ccc2c2c1cc(C#Cc1cc3n(c1)[B](F)(F)n1c([C]3c3ccc(cc3)OCCCCCCCC)ccc1)cc2,
424,CCCCCCCCN1c2cc(C#Cc3cc4n(c3)[B](F)(F)n3c([C]4c4ccc(cc4)OCCCCCCCC)ccc3)ccc2Sc2c1cc(C#Cc1cc3n(c1)[B](F)(F)n1c([C]3c3ccc(cc3)OCCCCCCCC)ccc1)cc2,
425,CCCC[C@@H](COc1c2sc(cc2c(c2c1cc(s2)c1sc(cc1CCCCCC)c1c(F)c(F)c(c2c1nsn2)c1cc(c(s1)c1ccc(s1)CCCCCC)CCCCCC)OC[C@H](CCCC)CC)c1sc(cc1CCCCCC)c1c(F)c(F)c(c2c1nsn2)c1cc(c(s1)c1ccc(s1)CCCCCC)CCCCCC)CC,
426,N#CC(=C(c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(s1)c1ccc(s1)C(=C(C#N)C#N)c1ccccc1)c1ccc(cc1)c1ccc(s1)c1ccc(s1)C(=C(C#N)C#N)c1ccccc1)c1ccccc1)C#N,
427,[H]C1C([H])C2C(C3C([H])C([H])C4C(CCC5C([H])C6C(O)N(C(O)C7C([H])C([H])C8C9C([H])C([H])C%10C(O)N(C(O)C%11C([H])C([H])C(C5C8C67)C9C%10%11)C([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])C5C([H])C([H])C6C(C7C([H])C([H])C8C([H])C1N2[Ni](N78)(N34)N56)C1C(C([H])C(C([H])C1C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C1C(C([H])C(C([H])C1C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],
428,CCC(n1c(=O)c2cc(C#CC3=c4ccc5=C(C6N7[Zn@@]8(N9C3CCC9=C(c3c(C)cc(cc3C)C)c3n8c(cc3)C=C7CC6)n45)c3c(C)cc(cc3C)C)c3c4c2c(c1=O)ccc4c1c2c3ccc3c2c(cc1)c(=O)n(c3=O)C(CC)CC)CC,
429,CCCC[C@@H](Cn1c(=O)c2c(c1c1ccc(o1)c1ccc(cc1)/C(=C/c1ccc3c(c1)Oc1c(N3C[C@H](CCCC)CC)cccc1)/C#N)c(=O)n(c2c1ccc(o1)c1ccc(cc1)/C(=C/c1ccc2c(c1)Oc1c(N2C[C@H](CCCC)CC)cccc1)/C#N)C[C@H](CCCC)CC)CC,
