Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Donor,Donor_SMILES,Donor_Big_SMILES,Donor_SELFIES,Acceptor,Acceptor_SMILES,Acceptor_Big_SMILES,Acceptor_SELFIES,HOMO_D (eV),LUMO_D (eV),HOMO_A (eV),LUMO_A (eV),PCE (%),calc_PCE (%),Voc (V),Jsc (mA cm^-2),FF (%),DA_pair_aug
0,0,0,PBDT-TT,CCCCC(CC)COC(=O)c1c(-c2ccc(C)s2)sc2c(C(=O)OCC(CC)CCCC)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)sc12,{[$]CCCC(CC)COC(=O)c1c(-c2ccc[$]s2)sc2c(C(=O)OCC(CC)CCCC)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc[$]cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)sc12},[C][C][C][C][C][Branch1_1][Ring1][C][C][C][O][C][Branch1_2][C][=O][C][=C][Branch1_1][O][C][=C][C][=C][Branch1_1][C][C][S][Ring1][Branch1_2][S][C][C][Branch1_1][S][C][Branch1_2][C][=O][O][C][C][Branch1_1][Ring1][C][C][C][C][C][C][=C][Branch2_1][Branch1_2][#C][C][=C][C][=C][Branch2_1][Branch1_2][Ring2][C][=C][C][=C][Branch2_1][Ring1][Ring2][C][=C][C][=C][Branch1_1][O][C][C][Branch1_1][Ring1][C][C][C][C][C][C][S][Ring1][=N][C][S][C][Branch1_1][C][C][=C][C][Expl=Ring1][Branch1_2][C][Branch2_1][Ring1][Ring2][C][=C][C][=C][Branch1_1][O][C][C][Branch1_1][Ring1][C][C][C][C][C][C][S][Ring1][=N][=C][Ring2][Ring2][Ring2][S][Ring2][Ring2][Branch1_3][S][Ring2][Ring2][N][S][C][Ring2][Branch1_2][Branch1_1][Expl=Ring2][Branch1_1][N],6TIC,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(sc4cc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)sc34)-c3sc4c5c(sc4c32)-c2sc3cc(/C=C4\C(=O)c6ccccc6C4=C(C#N)C#N)sc3c2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,{[$]CCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(sc4cc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)sc34)-c3sc4c5c(sc4c32)-c2sc3cc(/C=C4\C(=O)c6ccccc6C4=C(C#N)C#N)sc3c2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1},[C][C][C][C][C][C][C][=C][C][=C][Branch2_1][O][S][C][Branch1_1][P][C][=C][C][=C][Branch1_1][Branch1_3][C][C][C][C][C][C][C][=C][Ring1][N][C][=C][Branch2_1][Ring2][Branch2_1][S][C][C][=C][Branch2_1][Ring1][Branch2_2][/C][=C][\C][Branch1_2][C][=O][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][Ring1][Branch2_3][=C][Branch1_1][Ring1][C][#N][C][#N][S][C][Ring2][Ring1][Branch2_1][Expl=Ring2][Ring1][Branch1_1][C][S][C][C][=C][Branch1_1][O][S][C][Expl=Ring1][Branch1_1][C][Expl=Ring1][Branch2_1][Ring2][Ring2][=N][C][S][C][C][=C][Branch2_1][Ring1][Branch2_2][/C][=C][\C][Branch1_2][C][=O][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][Ring1][Branch2_3][=C][Branch1_1][Ring1][C][#N][C][#N][S][C][Expl=Ring2][Ring1][Branch1_1][C][Expl=Ring2][Ring1][Branch2_1][C][Ring2][Ring1][=C][Branch1_1][P][C][=C][C][=C][Branch1_1][Branch1_3][C][C][C][C][C][C][C][=C][Ring1][N][C][=C][C][=C][Branch1_1][Branch1_3][C][C][C][C][C][C][C][=C][Ring1][N][C][=C][Ring2][Branch2_1][Ring2],-5.23,-3.34,-5.45,-3.94,9.46,9.461,0.812,19.1,61.0,"['CCCCC(CC)COC(=O)c1c(-c2ccc(C)s2)sc2c(C(=O)OCC(CC)CCCC)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)sc12.CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(sc4cc(/C=C5\\C(=O)c6ccccc6C5=C(C#N)C#N)sc34)-c3sc4c5c(sc4c32)-c2sc3cc(/C=C4\\C(=O)c6ccccc6C4=C(C#N)C#N)sc3c2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1', 'C(c1c(-c2ccc(s2)-c2sc3c(c(c4c(c3-c3ccc(s3)CC(CCCC)CC)cc(s4)C)-c3sc(cc3)CC(CC)CCCC)c2)sc2c1sc(c2C(=O)OCC(CC)CCCC)-c1sc(C)cc1)(OCC(CC)CCCC)=O.c12ccccc2C(/C(C1=O)=C/c1sc2c(sc3-c4sc5c(sc6c5C(c5c-6sc6cc(/C=C7/C(=C(C#N)C#N)c8ccccc8C7=O)sc56)(c5ccc(cc5)CCCCCC)c5ccc(CCCCCC)cc5)c4C(c32)(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)c1)=C(C#N)C#N', 'c1c(-c2c(c3sc(-c4ccc(s4)C)c(c3s2)C(OCC(CC)CCCC)=O)C(OCC(CC)CCCC)=O)sc(-c2sc3c(c2)c(c2c(cc(s2)C)c3-c2sc(CC(CC)CCCC)cc2)-c2sc(cc2)CC(CCCC)CC)c1.c1(ccc(cc1)C1(c2ccc(cc2)CCCCCC)c2c3sc(cc3sc2-c2c1c1c(s2)c2c(s1)-c1sc3cc(sc3c1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)/C=C1\\C(=O)c2ccccc2C1=C(C#N)C#N)/C=C1/C(=C(C#N)C#N)c2c(C1=O)cccc2)CCCCCC', 's1c(-c2cc3c(c(-c4ccc(CC(CCCC)CC)s4)c4cc(C)sc4c3-c3sc(cc3)CC(CC)CCCC)s2)ccc1-c1sc2c(c1C(=O)OCC(CCCC)CC)sc(c2C(=O)OCC(CCCC)CC)-c1ccc(C)s1.CCCCCCc1ccc(C2(c3c(-c4sc5cc(/C=C6\\C(=O)c7c(cccc7)C6=C(C#N)C#N)sc5c42)sc2c4c(sc32)-c2c(c3c(cc(/C=C5/C(c6ccccc6C5=O)=C(C#N)C#N)s3)s2)C4(c2ccc(cc2)CCCCCC)c2ccc(CCCCCC)cc2)c2ccc(cc2)CCCCCC)cc1', 'CCC(Cc1ccc(-c2c3c(c(c4c2cc(s4)-c2sc(cc2)-c2sc4c(sc(-c5sc(C)cc5)c4C(OCC(CC)CCCC)=O)c2C(OCC(CC)CCCC)=O)-c2sc(cc2)CC(CC)CCCC)cc(C)s3)s1)CCCC.CCCCCCc1ccc(C2(c3c(sc4c3sc3-c5c(c6sc(/C=C7/C(c8c(C7=O)cccc8)=C(C#N)C#N)cc6s5)C(c5ccc(CCCCCC)cc5)(c43)c3ccc(CCCCCC)cc3)-c3sc4cc(/C=C5/C(c6ccccc6C5=O)=C(C#N)C#N)sc4c32)c2ccc(CCCCCC)cc2)cc1']"
1,1,1,PBDT-TT,CCCCC(CC)COC(=O)c1c(-c2ccc(C)s2)sc2c(C(=O)OCC(CC)CCCC)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)sc12,{[$]CCCC(CC)COC(=O)c1c(-c2ccc[$]s2)sc2c(C(=O)OCC(CC)CCCC)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc[$]cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)sc12},[C][C][C][C][C][Branch1_1][Ring1][C][C][C][O][C][Branch1_2][C][=O][C][=C][Branch1_1][O][C][=C][C][=C][Branch1_1][C][C][S][Ring1][Branch1_2][S][C][C][Branch1_1][S][C][Branch1_2][C][=O][O][C][C][Branch1_1][Ring1][C][C][C][C][C][C][=C][Branch2_1][Branch1_2][#C][C][=C][C][=C][Branch2_1][Branch1_2][Ring2][C][=C][C][=C][Branch2_1][Ring1][Ring2][C][=C][C][=C][Branch1_1][O][C][C][Branch1_1][Ring1][C][C][C][C][C][C][S][Ring1][=N][C][S][C][Branch1_1][C][C][=C][C][Expl=Ring1][Branch1_2][C][Branch2_1][Ring1][Ring2][C][=C][C][=C][Branch1_1][O][C][C][Branch1_1][Ring1][C][C][C][C][C][C][S][Ring1][=N][=C][Ring2][Ring2][Ring2][S][Ring2][Ring2][Branch1_3][S][Ring2][Ring2][N][S][C][Ring2][Branch1_2][Branch1_1][Expl=Ring2][Branch1_1][N],ITIC,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,{[$]CCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1},[C][C][C][C][C][C][C][=C][C][=C][Branch2_1][O][N][C][Branch1_1][P][C][=C][C][=C][Branch1_1][Branch1_3][C][C][C][C][C][C][C][=C][Ring1][N][C][=C][C][=C][Branch2_1][Ring2][P][C][=C][Ring1][Branch1_2][C][S][C][C][=C][Branch2_1][Ring1][Branch2_2][/C][=C][\C][Branch1_2][C][=O][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][Ring1][Branch2_3][=C][Branch1_1][Ring1][C][#N][C][#N][S][C][Expl=Ring2][Ring1][Branch1_1][C][Expl=Ring2][Ring1][Branch2_1][Ring2][Ring2][O][C][Branch1_1][P][C][=C][C][=C][Branch1_1][Branch1_3][C][C][C][C][C][C][C][=C][Ring1][N][Branch1_1][P][C][=C][C][=C][Branch1_1][Branch1_3][C][C][C][C][C][C][C][=C][Ring1][N][C][=C][Ring2][Branch1_1][Branch1_3][S][C][C][=C][Branch2_1][Ring1][Branch2_2][/C][=C][\C][Branch1_2][C][=O][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][Ring1][Branch2_3][=C][Branch1_1][Ring1][C][#N][C][#N][S][C][Ring2][Ring1][Branch2_1][Expl=Ring2][Ring1][Branch1_1][C][=C][Ring2][Branch2_1][C],-5.23,-3.34,-5.6,-3.86,8.72,8.719,0.849,15.8,65.0,"['CCCCC(CC)COC(=O)c1c(-c2ccc(C)s2)sc2c(C(=O)OCC(CC)CCCC)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)sc12.CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1', 's1c(C)ccc1-c1sc2c(C(=O)OCC(CCCC)CC)c(sc2c1C(OCC(CCCC)CC)=O)-c1ccc(-c2cc3c(c4c(c(-c5ccc(s5)CC(CCCC)CC)c3s2)cc(C)s4)-c2ccc(CC(CC)CCCC)s2)s1.C(#N)C(C#N)=C1/C(C(c2c1cccc2)=O)=C/c1cc2sc3-c4cc5c(-c6sc7c(c6C5(c5ccc(CCCCCC)cc5)c5ccc(cc5)CCCCCC)sc(/C=C5/C(c6ccccc6C5=O)=C(C#N)C#N)c7)cc4C(c4ccc(cc4)CCCCCC)(c4ccc(cc4)CCCCCC)c3c2s1', 'C(CCC)C(Cc1sc(cc1)-c1c2sc(-c3sc(-c4c(C(OCC(CCCC)CC)=O)c5sc(-c6ccc(s6)C)c(c5s4)C(=O)OCC(CCCC)CC)cc3)cc2c(-c2sc(CC(CCCC)CC)cc2)c2sc(C)cc12)CC.c12ccccc1C(=C(C#N)C#N)/C(C2=O)=C/c1sc2c3C(c4ccc(cc4)CCCCCC)(c4ccc(cc4)CCCCCC)c4cc5c(cc4-c3sc2c1)C(c1ccc(CCCCCC)cc1)(c1ccc(cc1)CCCCCC)c1c-5sc2cc(sc21)/C=C1\\C(c2c(cccc2)C1=C(C#N)C#N)=O', 'c1(-c2sc(cc2)-c2c(c3sc(-c4sc(C)cc4)c(C(=O)OCC(CC)CCCC)c3s2)C(OCC(CC)CCCC)=O)sc2c(-c3sc(cc3)CC(CCCC)CC)c3c(sc(C)c3)c(-c3sc(CC(CC)CCCC)cc3)c2c1.C(CC)CCCc1ccc(C2(c3ccc(cc3)CCCCCC)c3cc4c(C(c5ccc(CCCCCC)cc5)(c5ccc(CCCCCC)cc5)c5c6sc(cc6sc5-4)/C=C4\\C(=O)c5c(C4=C(C#N)C#N)cccc5)cc3-c3sc4c(sc(/C=C5/C(c6ccccc6C5=O)=C(C#N)C#N)c4)c23)cc1', 'c1(-c2ccc(s2)CC(CCCC)CC)c2sc(-c3sc(-c4sc5c(c4C(=O)OCC(CCCC)CC)sc(-c4sc(C)cc4)c5C(=O)OCC(CC)CCCC)cc3)cc2c(c2sc(C)cc12)-c1ccc(CC(CC)CCCC)s1.N#CC(=C1c2ccccc2C(/C1=C\\c1cc2sc3c(C(c4ccc(cc4)CCCCCC)(c4ccc(cc4)CCCCCC)c4cc5-c6sc7c(c6C(c6ccc(cc6)CCCCCC)(c5cc4-3)c3ccc(CCCCCC)cc3)sc(c7)/C=C3\\C(=O)c4c(C3=C(C#N)C#N)cccc4)c2s1)=O)C#N']"
4,4,4,J52,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CCCCC(C)CC)s6)c5s4)s3)c2n1,{[$]CCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc[$]s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc[$]cc6c(-c6ccc(CCCCC[$]CC)s6)c5s4)s3)c2n1},[C][C][C][C][C][C][C][C][C][Branch1_1][Branch1_3][C][C][C][C][C][C][C][N][N][=C][C][Branch1_1][O][C][=C][C][=C][Branch1_1][C][C][S][Ring1][Branch1_2][=C][Branch1_1][C][F][C][Branch1_1][C][F][=C][Branch2_1][Branch1_2][#C][C][=C][C][=C][Branch2_1][Branch1_2][Ring2][C][=C][C][=C][Branch2_1][Ring1][Ring2][C][=C][C][=C][Branch1_1][O][C][C][Branch1_1][Ring1][C][C][C][C][C][C][S][Ring1][=N][C][S][C][Branch1_1][C][C][=C][C][Expl=Ring1][Branch1_2][C][Branch2_1][Ring1][Ring2][C][=C][C][=C][Branch1_1][O][C][C][C][C][C][Branch1_1][C][C][C][C][S][Ring1][=N][=C][Ring2][Ring2][Ring2][S][Ring2][Ring2][Branch1_3][S][Ring2][Ring2][N][C][Ring2][Branch1_1][Branch2_3][=N][Ring2][Branch1_1][=N],BTA13,CCCCCCCCn1nc2c(/C=c3/sc(=C(C#N)C#N)n(CC)c3=O)ccc(-c3cc4sc5c(c4s3)C(c3ccc(CCCCCC)cc3)(c3ccc(CCCCCC)cc3)c3cc4c(cc3-5)C(c3ccc(CCCCCC)cc3)(c3ccc(CCCCCC)cc3)c3c-4sc4cc(-c5ccc(/C=c6/sc(=C(C#N)C#N)n(CC)c6=O)c6nn(CCCCCCCC)nc56)sc34)c2n1,{[$]CCCCCCCn1nc2c(/C=c3/sc(=C(C#N)C#N)n(CC)c3=O)ccc(-c3cc4sc5c(c4s3)C(c3ccc(CCCCCC)cc3)(c3ccc(CCCCCC)cc3)c3cc4c(cc3-5)C(c3ccc(CCCCCC)cc3)(c3ccc(CCCCCC)cc3)c3c-4sc4cc(-c5ccc(/C=c6/sc(=C(C#N)C#N)n(CC)c6=O)c6nn(CCCCCCCC)nc56)sc34)c2n1},[C][C][C][C][C][C][C][C][N][N][=C][C][Branch2_1][Ring1][Branch1_3][/C][=C][/S][C][Branch1_2][Branch2_1][=C][Branch1_1][Ring1][C][#N][C][#N][N][Branch1_1][Ring1][C][C][C][Ring1][N][=O][=C][C][=C][Branch2_1][N][O][C][=C][C][S][C][=C][Branch1_1][Branch1_3][C][Expl=Ring1][Branch1_1][S][Ring1][Branch2_1][C][Branch1_1][P][C][=C][C][=C][Branch1_1][Branch1_3][C][C][C][C][C][C][C][=C][Ring1][N][Branch1_1][P][C][=C][C][=C][Branch1_1][Branch1_3][C][C][C][C][C][C][C][=C][Ring1][N][C][=C][C][=C][Branch1_1][Branch2_1][C][=C][Ring1][Branch1_2][Ring2][Ring2][Ring1][C][Branch1_1][P][C][=C][C][=C][Branch1_1][Branch1_3][C][C][C][C][C][C][C][=C][Ring1][N][Branch1_1][P][C][=C][C][=C][Branch1_1][Branch1_3][C][C][C][C][C][C][C][=C][Ring1][N][C][=C][Ring2][Ring1][#C][S][C][C][=C][Branch2_1][Branch1_1][C][C][=C][C][=C][Branch2_1][Ring1][Branch1_3][/C][=C][/S][C][Branch1_2][Branch2_1][=C][Branch1_1][Ring1][C][#N][C][#N][N][Branch1_1][Ring1][C][C][C][Ring1][N][=O][C][=N][N][Branch1_1][Branch2_2][C][C][C][C][C][C][C][C][N][=C][Ring2][Ring1][#C][Ring1][=N][S][C][Ring2][Ring2][Branch1_3][Expl=Ring2][Ring2][Ring2][C][Ring2][Branch2_2][O][=N][Ring2][Branch2_2][=C],-5.13,-3.22,-5.34,-3.62,7.82,7.822,1.05,12.7,58.66,"['CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CCCCC(C)CC)s6)c5s4)s3)c2n1.CCCCCCCCn1nc2c(/C=c3/sc(=C(C#N)C#N)n(CC)c3=O)ccc(-c3cc4sc5c(c4s3)C(c3ccc(CCCCCC)cc3)(c3ccc(CCCCCC)cc3)c3cc4c(cc3-5)C(c3ccc(CCCCCC)cc3)(c3ccc(CCCCCC)cc3)c3c-4sc4cc(-c5ccc(/C=c6/sc(=C(C#N)C#N)n(CC)c6=O)c6nn(CCCCCCCC)nc56)sc34)c2n1', 'C(CCCCCCC)C(CCCCCC)Cn1nc2c(c(F)c(F)c(-c3ccc(s3)C)c2n1)-c1sc(-c2sc3c(c(-c4sc(cc4)CC(CCCC)CC)c4c(c3-c3ccc(CCCCC(C)CC)s3)cc(s4)C)c2)cc1.s1c2c(sc3c2C(c2ccc(cc2)CCCCCC)(c2c-3cc3c(c2)-c2c(c4c(s2)cc(s4)-c2c4nn(CCCCCCCC)nc4c(cc2)/C=c2/sc(=C(C#N)C#N)n(CC)c2=O)C3(c2ccc(cc2)CCCCCC)c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1-c1ccc(/C=c2/sc(n(c2=O)CC)=C(C#N)C#N)c2c1nn(n2)CCCCCCCC', 'C(CCCCCCCC)(Cn1nc2c(-c3ccc(s3)-c3cc4c(c(c5cc(C)sc5c4-c4sc(CC(CCCC)CC)cc4)-c4sc(CCCCC(C)CC)cc4)s3)c(c(F)c(c2n1)-c1sc(cc1)C)F)CCCCCC.n1(c(=C(C#N)C#N)s/c(=C/c2c3c(c(-c4sc5c6c(-c7c(C6(c6ccc(cc6)CCCCCC)c6ccc(CCCCCC)cc6)cc6-c8sc9cc(sc9c8C(c8ccc(CCCCCC)cc8)(c8ccc(cc8)CCCCCC)c6c7)-c6c7c(nn(CCCCCCCC)n7)c(cc6)/C=c6\\c(=O)n(CC)c(s6)=C(C#N)C#N)sc5c4)cc2)nn(CCCCCCCC)n3)c1=O)CC', 'c12sc(cc1c(c1c(c2-c2sc(cc2)CC(CC)CCCC)cc(s1)-c1ccc(-c2c3nn(CC(CCCCCC)CCCCCCCC)nc3c(c(c2F)F)-c2sc(cc2)C)s1)-c1ccc(CCCCC(C)CC)s1)C.c1c(C2(c3ccc(cc3)CCCCCC)c3c(cc4c(c3)-c3c(C4(c4ccc(cc4)CCCCCC)c4ccc(CCCCCC)cc4)c4c(s3)cc(s4)-c3c4nn(nc4c(cc3)/C=c3/sc(n(c3=O)CC)=C(C#N)C#N)CCCCCCCC)-c3c2c2c(cc(s2)-c2ccc(/C=c4\\c(=O)n(c(s4)=C(C#N)C#N)CC)c4nn(nc42)CCCCCCCC)s3)ccc(CCCCCC)c1', 'c1c2c(c3sc(-c4sc(cc4)-c4c(F)c(F)c(-c5sc(cc5)C)c5c4nn(CC(CCCCCCCC)CCCCCC)n5)cc3c(c2sc1C)-c1sc(CC(CCCC)CC)cc1)-c1ccc(s1)CCCCC(CC)C.C(C#N)(C#N)=c1s/c(c(n1CC)=O)=C/c1c2nn(nc2c(-c2cc3c(c4C(c5ccc(CCCCCC)cc5)(c5ccc(CCCCCC)cc5)c5c(-c4s3)cc3C(c4c6c(cc(-c7c8c(nn(n8)CCCCCCCC)c(/C=c8\\c(n(c(s8)=C(C#N)C#N)CC)=O)cc7)s6)sc4-c3c5)(c3ccc(cc3)CCCCCC)c3ccc(cc3)CCCCCC)s2)cc1)CCCCCCCC']"
