Dataset,num_of_folds,Features,Targets,Model,r_mean,r_std,r2_mean,r2_std,rmse_mean,rmse_std,mae_mean,mae_std,num_of_data
OPV_Min,5,DA_FP_radius_3_nbits_512,calc_PCE_percent,RF,0.7380116129828826,0.06392700122755908,0.5487478023835445,0.09120610978643544,2.082311676417402,0.20589366054815417,1.5551547123449483,0.12111847865225026,555
