Dataset,num_of_folds,Features,Targets,Model,r_mean,r_std,r2_mean,r2_std,rmse_mean,rmse_std,mae_mean,mae_std,num_of_data
CO2_Soleimani,7,"Polymer_manual_aug,T_K,P_Mpa",exp_CO2_sol_g_g,RF,0.9823364569171077,0.006275201849493306,0.9650242927467082,0.012321405001530106,0.02386681200323661,0.0036147964043283325,0.012237239236312722,0.0018454004578628178,2779
