Dataset,num_of_folds,Features,Targets,Model,r_mean,r_std,r2_mean,r2_std,rmse_mean,rmse_std,mae_mean,mae_std,num_of_data
Swelling_Xu,7,PS_manual_aug,SD,BRT,0.531074263017334,0.22459413729173167,0.33248239934522156,0.23117779070213829,6.4805828023248475,2.0500635582506077,3.9173838566974943,0.6746887038342577,352
