fold,r,r2,rmse,mae
1.0,0.9887342862121252,0.9775954887314008,0.018908669558103948,0.011116214276061766
2.0,0.9888197347767346,0.9777644678839317,0.018792930089777542,0.010998876542792796
3.0,0.988266852319242,0.9766713713929825,0.01926977425318336,0.011245818918918911
4.0,0.9885731547284611,0.9772768822497818,0.019008880330430557,0.01093851545259547
5.0,0.9887852145899394,0.9776962005916725,0.018825764013805608,0.01112146436962504
6.0,0.9875260858668434,0.9752077702674882,0.019767731633564267,0.011054455660303268
7.0,0.9887342862121252,0.9775954887314008,0.018908669558103948,0.01111621427606177
