Dataset,num_of_folds,Features,Targets,Model,r_mean,r_std,r2_mean,r2_std,rmse_mean,rmse_std,mae_mean,mae_std,num_of_data
CO2_Soleimani,7,"Augmented_SMILES,T_K,P_Mpa",exp_CO2_sol_g_g,SVM,0.862936993050874,0.02377243575424196,0.7452253826773737,0.040444070116731734,0.06873721683814163,0.005254761725894558,0.04955434695534306,0.001975596954307423,2521
