fold,r,r2,rmse,mae
1.0,0.6563273885499097,0.4307656409607441,2.5800120657511214,1.8141118577407287
2.0,0.5604488149371512,0.3141028741644571,2.5152821033792376,1.9390892117302698
3.0,0.6965923716367589,0.48524093222252446,2.0998911823449786,1.6216094791395168
4.0,0.6796979147252048,0.4619892552817918,2.1728817127115674,1.6835216849902728
5.0,0.7428039757381132,0.5517577463723474,2.3142425385863934,1.8122023333472175
